stride_index,timestamp,stride_length,clearance,stride_time,swing_time,stance_time,stance_ratio,fo_time,ic_time,fo_sample,ic_sample,is_outlier,turning_step,method,subject,side
0,3.208204999999907,1.5207301776537043,0.0827190993579388,1.0916230000000269,0.4166500000001178,0.674972999999909,0.6183206106869243,3.883177999999816,4.299827999999934,466,516,False,False,regular,S2,right
1,4.299827999999934,1.5079617141725594,0.1030681208912224,1.0916230000000269,0.4166499999998905,0.6749730000001364,0.6183206106871326,4.97480100000007,5.391450999999961,597,647,False,False,regular,S2,right
2,5.391450999999961,1.5263076442002352,0.0937800017659382,1.1666199999999662,0.4583149999998568,0.7083050000001094,0.6071428571429686,6.09975600000007,6.558070999999927,732,787,False,False,regular,S2,right
3,6.558070999999927,1.4977244686894626,0.0883577139463548,1.1082890000000134,0.4499819999998635,0.6583070000001499,0.5939849624061431,7.216378000000077,7.666359999999939,866,920,False,False,regular,S2,right
4,7.666359999999939,1.5053093227295211,0.093850017131237,1.09995600000002,0.4499820000000909,0.6499739999999292,0.5909090909090158,8.31633399999987,8.76631599999996,998,1052,False,False,regular,S2,right
5,8.76631599999996,1.4547568374676343,0.091869663222871,1.0416250000000673,0.3999840000001313,0.641640999999936,0.6159999999998987,9.407956999999897,9.807941000000028,1129,1177,False,False,regular,S2,right
6,9.807941000000028,1.5237763730599208,0.0892899513918783,1.1416209999999865,0.4499820000000909,0.6916389999998955,0.6058394160583098,10.499579999999924,10.949562000000014,1260,1314,False,False,regular,S2,right
7,10.949562000000014,1.407772843995447,0.0834593089362874,1.0499580000000606,0.3999840000001313,0.6499739999999292,0.6190476190475159,11.599535999999944,11.999520000000077,1392,1440,False,False,regular,S2,right
8,11.999520000000077,1.4488729363106845,0.0817831072199626,1.0999559999997928,0.3999839999999039,0.6999719999998888,0.6363636363636551,12.699491999999964,13.099475999999868,1524,1572,False,False,regular,S2,right
9,13.099475999999868,1.4686172525580627,0.0923763655850339,1.1332880000002206,0.4416490000000976,0.6916390000001229,0.6102941176470486,13.79111499999999,14.232764000000088,1655,1708,False,False,regular,S2,right
10,14.232764000000088,1.261218066966403,0.0686097656884186,1.0582909999998265,0.3999839999999039,0.6583069999999225,0.622047244094517,14.89107100000001,15.291054999999917,1787,1835,False,False,regular,S2,right
11,15.291054999999917,0.6076576192697141,0.0506127871181215,3.3082010000000537,0.433315999999877,2.8748850000001767,0.8690176322418529,18.16594000000009,18.59925599999997,2180,2232,True,True,regular,S2,right
12,18.59925599999997,1.4125617327405422,0.0806225465298199,1.158286999999973,0.433315999999877,0.724971000000096,0.625899280575637,19.324227000000064,19.75754299999994,2319,2371,False,False,regular,S2,right
13,19.75754299999994,1.409419449859465,0.0848180998997468,1.033292000000074,0.3916510000001381,0.641640999999936,0.6209677419353774,20.39918399999988,20.79083500000001,2448,2495,False,False,regular,S2,right
14,20.79083500000001,1.448972505873251,0.0809187719745754,1.1166220000000069,0.4333160000001044,0.6833059999999023,0.6119402985073715,21.47414099999992,21.907457000000026,2577,2629,False,False,regular,S2,right
15,21.907457000000026,1.3803672455117693,0.0882057085321134,1.0416250000000673,0.3916510000001381,0.6499739999999292,0.6239999999998918,22.55743099999995,22.94908200000009,2707,2754,False,False,regular,S2,right
16,22.94908200000009,1.4207055999789937,0.087320212612197,1.1416209999999865,0.4499820000000909,0.6916389999998955,0.6058394160583098,23.640720999999985,24.09070300000008,2837,2891,False,False,regular,S2,right
17,24.09070300000008,1.3749935495026155,0.0794793102074435,1.074956999999813,0.4083169999998972,0.6666399999999157,0.6201550387597194,24.75734299999999,25.16565999999989,2971,3020,False,False,regular,S2,right
18,25.16565999999989,1.414403965772461,0.08356712682137,1.0916230000000269,0.3999839999999039,0.6916390000001229,0.633587786259639,25.85729900000001,26.25728299999992,3103,3151,False,False,regular,S2,right
19,26.25728299999992,1.404374699798281,0.0712030139857165,1.124955,0.4166499999998905,0.7083050000001094,0.6296296296297269,26.965588000000025,27.38223799999992,3236,3286,False,False,regular,S2,right
20,27.38223799999992,1.3407049563125988,0.0767731319367352,1.0916230000000269,0.3999840000001313,0.6916389999998955,0.6335877862594307,28.07387699999981,28.473860999999943,3369,3417,False,False,regular,S2,right
21,28.473860999999943,1.3612887779545155,0.0813338460584465,1.1332879999999932,0.4083170000001246,0.7249709999998686,0.6397058823528291,29.19883199999981,29.607148999999936,3504,3553,False,False,regular,S2,right
22,29.607148999999936,1.335152142298202,0.081719209795363,1.124955,0.3999840000001313,0.7249709999998686,0.6444444444443277,30.332119999999804,30.732103999999936,3640,3688,False,False,regular,S2,right
23,30.732103999999936,1.3822939565379595,0.0831561108358522,1.158286999999973,0.4166499999998905,0.7416370000000825,0.6402877697842588,31.47374100000001,31.89039099999991,3777,3827,False,False,regular,S2,right
24,31.89039099999991,1.3359771643381229,0.0876036840514406,1.1666199999999662,0.4083169999998972,0.758303000000069,0.650000000000078,32.64869399999998,33.057010999999875,3918,3967,False,False,regular,S2,right
25,33.057010999999875,0.2776197071113024,0.0172963766531,1.1332879999999932,0.2916549999999915,0.8416330000000016,0.7426470588235353,33.89864399999988,34.19029899999987,4068,4103,True,True,regular,S2,right
26,34.19029899999987,2.09127432688272,0.0794268297260731,3.941509000000224,0.3916510000001381,3.5498580000000857,0.9006342494714293,37.740156999999954,38.13180800000009,4529,4576,True,True,regular,S2,right
27,38.13180800000009,1.386578709966924,0.078450267952249,1.1499539999999795,0.4333160000001044,0.7166379999998753,0.6231884057970041,38.84844599999997,39.28176200000007,4662,4714,False,False,regular,S2,right
28,39.28176200000007,1.3452734170334628,0.0760417207379552,1.124955,0.4416490000000976,0.6833059999999023,0.6074074074073206,39.96506799999997,40.40671700000007,4796,4849,False,False,regular,S2,right
29,40.40671700000007,1.3136146168281877,0.0822333802577142,1.0666239999998195,0.3916509999999107,0.674972999999909,0.6328125000000216,41.08168999999998,41.47334099999989,4930,4977,False,False,regular,S2,right
30,41.47334099999989,1.3800959642242847,0.0891329944016914,1.1166220000000069,0.3999839999999039,0.7166380000001027,0.6417910447762075,42.189979,42.5899629999999,5063,5111,False,False,regular,S2,right
31,42.5899629999999,1.4036001578138348,0.0797701668611854,1.1416209999999865,0.433315999999877,0.7083050000001094,0.6204379562044828,43.29826800000001,43.73158399999989,5196,5248,False,False,regular,S2,right
32,43.73158399999989,1.3610926326102184,0.0817350377508079,1.0749570000000404,0.3999839999999039,0.6749730000001364,0.6279069767442893,44.40655700000002,44.806540999999925,5329,5377,False,False,regular,S2,right
33,44.806540999999925,1.3895147241802157,0.081940128888501,1.1082890000000134,0.3999840000001313,0.7083049999998821,0.6390977443607881,45.51484599999981,45.91482999999994,5462,5510,False,False,regular,S2,right
34,45.91482999999994,1.4287746014713718,0.0885171397633784,1.09995600000002,0.3999840000001313,0.6999719999998888,0.6363636363635237,46.61480199999983,47.01478599999996,5594,5642,False,False,regular,S2,right
35,47.01478599999996,1.4710291811376226,0.0883026312949894,1.158286999999973,0.4499819999998635,0.7083050000001094,0.6115107913670152,47.72309100000007,48.17307299999993,5727,5781,False,False,regular,S2,right
36,48.17307299999993,1.4193566464151763,0.0907556245081553,1.09995600000002,0.4166499999998905,0.6833060000001296,0.6212121212122277,48.85637900000006,49.27302899999995,5863,5913,False,False,regular,S2,right
37,49.27302899999995,1.4490488235130408,0.0881967332388261,1.124955,0.4083170000001246,0.7166379999998753,0.6370370370369263,49.98966699999983,50.39798399999995,5999,6048,False,False,regular,S2,right
38,50.39798399999995,1.3068732822873907,0.083353004331232,1.1166220000000069,0.3916510000001381,0.7249709999998686,0.649253731343162,51.12295499999982,51.51460599999996,6135,6182,False,False,regular,S2,right
39,51.51460599999996,0.4923595503688423,0.0299932849251887,1.1166220000000069,0.3583189999999376,0.758303000000069,0.679104477611998,52.27290900000003,52.631227999999965,6273,6316,True,True,regular,S2,right
40,52.631227999999965,2.5763035608180784,0.0879857900667467,3.574856999999838,0.4416489999998703,3.133207999999968,0.8764568764569072,55.76443599999993,56.2060849999998,6692,6745,True,True,regular,S2,right
41,56.2060849999998,1.4278779702871132,0.0945425269998229,1.049958000000288,0.3999840000001313,0.6499740000001566,0.6190476190475984,56.85605899999996,57.25604300000009,6823,6871,False,False,regular,S2,right
42,57.25604300000009,1.4509659031987916,0.0898225618226441,1.108288999999786,0.3999839999999039,0.7083049999998821,0.6390977443609193,57.96434799999997,58.36433199999988,6956,7004,False,False,regular,S2,right
43,58.36433199999988,1.4207649415674302,0.0835907166774278,1.0916230000000269,0.3916509999999107,0.6999720000001162,0.6412213740458922,59.06430399999999,59.4559549999999,7088,7135,False,False,regular,S2,right
44,59.4559549999999,1.4389748510301903,0.089769484368138,1.09995600000002,0.3999839999999039,0.6999720000001162,0.6363636363637303,60.15592700000002,60.55591099999992,7219,7267,False,False,regular,S2,right
45,60.55591099999992,1.417360064571433,0.0887122198793814,1.09995600000002,0.3999840000001313,0.6999719999998888,0.6363636363635237,61.25588299999981,61.65586699999994,7351,7399,False,False,regular,S2,right
46,61.65586699999994,1.399333382239483,0.0805160909175402,1.09995600000002,0.3916510000001381,0.7083049999998821,0.6439393939392749,62.36417199999983,62.75582299999997,7484,7531,False,False,regular,S2,right
47,62.75582299999997,1.3998994488576877,0.0841787840563178,1.09995600000002,0.3999839999999039,0.6999720000001162,0.6363636363637303,63.45579500000008,63.855778999999984,7615,7663,False,False,regular,S2,right
48,63.855778999999984,1.3736073002651583,0.0846024668694286,1.1082890000000134,0.3916509999999107,0.7166380000001027,0.6466165413534682,64.57241700000009,64.964068,7749,7796,False,False,regular,S2,right
49,64.964068,1.3593507419516364,0.0878714873841248,1.124955,0.3999840000001313,0.7249709999998686,0.6444444444443277,65.68903899999987,66.089023,7883,7931,False,False,regular,S2,right
50,66.089023,1.3355273567993462,0.0748913924280336,1.124955,0.3916509999999107,0.7333040000000892,0.6518518518519312,66.82232700000009,67.213978,8019,8066,False,False,regular,S2,right
51,67.213978,1.316818258357087,0.0771549560937478,1.1082890000000134,0.3916510000001381,0.7166379999998753,0.6466165413532632,67.93061599999987,68.32226700000001,8152,8199,False,False,regular,S2,right
52,68.32226700000001,1.2607975911986138,0.0717343360700001,1.2082849999999326,0.4416489999998703,0.7666360000000623,0.6344827586207766,69.08890300000007,69.53055199999994,8291,8344,False,False,regular,S2,right
53,69.53055199999994,0.3655730824081002,0.0237032282217144,1.0416250000000673,0.3583189999999376,0.6833060000001296,0.6560000000000821,70.21385800000007,70.57217700000001,8426,8469,True,True,regular,S2,right
0,3.341532999999913,1.426965679799363,0.0729208705,1.5749370000000908,0.6583070000000362,0.9166300000000548,0.5820105820105832,4.258162999999968,4.916470000000004,511,590,False,False,2P,S1,right
1,4.916470000000004,1.4190175320861735,0.073445638,1.566603999999984,0.716637999999989,0.8499659999999949,0.542553191489364,5.766435999999999,6.483073999999988,692,778,False,False,2P,S1,right
2,6.483073999999988,1.3342092473789258,0.0722282052,1.599935999999957,0.7333039999999755,0.8666319999999814,0.5416666666666696,7.349705999999969,8.083009999999945,882,970,False,False,2P,S1,right
3,8.083009999999945,4.317941088697524,0.0749111161,6.6830660000000535,0.7333039999999755,5.949762000000078,0.8902743142144683,14.032772000000024,14.766075999999998,1684,1772,True,True,2P,S1,right
4,14.766075999999998,1.2620529226533996,0.0701984164,1.566603999999984,0.6999720000000025,0.8666319999999814,0.5531914893616959,15.63270799999998,16.332679999999982,1876,1960,True,True,2P,S1,right
5,16.332679999999982,1.6263386270671591,0.0863892444,3.091543000000001,0.7666359999999486,2.324907000000053,0.7520215633423348,18.657587000000035,19.424222999999984,2239,2331,True,True,2P,S1,right
6,19.424222999999984,1.4997616162429053,0.0834053211,1.5249390000000176,0.6999720000000025,0.8249670000000151,0.5409836065573808,20.24919,20.949162,2430,2514,False,False,2P,S1,right
7,20.949162,1.4262070037199048,0.0815383192,1.5332720000000108,0.7083049999999957,0.8249670000000151,0.5380434782608756,21.774129000000016,22.48243400000001,2613,2698,False,False,2P,S1,right
8,22.48243400000001,1.29251705718144,0.0653161872,1.6082689999999502,0.7833019999999351,0.8249670000000151,0.5129533678756729,23.307401000000027,24.09070299999996,2797,2891,True,True,2P,S1,right
9,24.09070299999996,1.6105142562754056,0.0916638931,2.874885000000063,0.7249709999999823,2.1499140000000807,0.7478260869565334,26.240617000000043,26.965588000000025,3149,3236,True,True,2P,S1,right
10,26.965588000000025,1.4148560220054505,0.0849740481,1.4082769999999982,0.6083090000000766,0.7999679999999216,0.5680473372780516,27.765555999999947,28.373865000000023,3332,3405,False,False,2P,S1,right
11,28.373865000000023,1.5298449885628105,0.0789766654,1.6166019999999437,0.7083049999999957,0.9082969999999476,0.5618556701030801,29.28216199999997,29.990466999999967,3514,3599,False,False,2P,S1,right
12,29.990466999999967,1.3009148140834268,0.0737128711,1.5749370000000908,0.758303000000069,0.8166340000000218,0.5185185185185025,30.80710099999999,31.565404000000058,3697,3788,True,True,2P,S1,right
13,31.565404000000058,1.5849668207484229,0.0822840547,2.766555999999923,0.6249749999999494,2.1415809999999738,0.7740963855421806,33.70698500000003,34.33195999999998,4045,4120,True,True,2P,S1,right
14,34.33195999999998,1.4724372070054317,0.0863954601,1.5499379999999974,0.7249709999999823,0.8249670000000151,0.5322580645161397,35.156927,35.88189799999998,4219,4306,False,False,2P,S1,right
15,35.88189799999998,1.3986565320380713,0.0741156814,1.4916070000000443,0.6333080000000564,0.8582989999999882,0.5754189944133827,36.74019699999997,37.37350500000002,4409,4485,False,False,2P,S1,right
16,37.37350500000002,1.256054622637832,0.0756438384,1.4832739999999376,0.6166419999999562,0.8666319999999814,0.5842696629213604,38.240137,38.85677899999996,4589,4663,True,True,2P,S1,right
17,38.85677899999996,1.4274273902109582,0.0842527808,2.908217000000036,0.6166419999999562,2.29157500000008,0.787965616045863,41.14835400000004,41.764996,4938,5012,True,True,2P,S1,right
18,41.764996,1.404025193795785,0.0802384728,1.5166060000000243,0.6666400000000294,0.8499659999999949,0.5604395604395481,42.61496199999999,43.28160200000002,5113,5193,False,False,2P,S1,right
19,43.28160200000002,1.4539458839758428,0.0895835618,1.4749409999999443,0.674972999999909,0.7999680000000353,0.5423728813559766,44.081570000000056,44.756542999999965,5289,5370,False,False,2P,S1,right
20,44.756542999999965,1.2602144610155563,0.077877877,1.566603999999984,0.7249709999999823,0.8416330000000016,0.5372340425531981,45.59817599999997,46.32314699999995,5471,5558,True,True,2P,S1,right
21,46.32314699999995,1.5512727613912562,0.0816887088,2.6582270000000108,0.6083089999999629,2.049918000000048,0.7711598746081654,48.373065,48.98137399999996,5804,5877,True,True,2P,S1,right
22,48.98137399999996,1.5197214094018154,0.0808077262,1.4916070000000443,0.6416410000000496,0.8499659999999949,0.5698324022346164,49.83133999999996,50.472981,5979,6056,False,False,2P,S1,right
23,50.472981,1.4557575579497024,0.0802105063,1.4832740000000513,0.6749730000000227,0.8083010000000286,0.5449438202247195,51.28128200000003,51.956255000000056,6153,6234,False,False,2P,S1,right
24,51.956255000000056,1.1190656056703423,0.0668589837,1.391610999999898,0.5666439999999966,0.8249669999999014,0.5928143712574576,52.78122199999996,53.347865999999954,6333,6401,True,True,2P,S1,right
25,53.347865999999954,1.508916564053707,0.0888493853,2.7832220000000234,0.6916390000000092,2.091583000000014,0.7514970059880227,55.43944899999997,56.13108799999998,6652,6735,True,True,2P,S1,right
26,56.13108799999998,1.5027978282258925,0.0900859588,1.541605000000004,0.641640999999936,0.8999640000000682,0.5837837837838264,57.031052000000045,57.67269299999998,6843,6920,False,False,2P,S1,right
27,57.67269299999998,1.4051012413382526,0.0880451829,1.3749450000000252,0.5916429999999764,0.7833020000000488,0.5696969696969948,58.45599500000003,59.047638000000006,7014,7085,False,False,2P,S1,right
28,59.047638000000006,1.2573748771521402,0.0851703266,1.599935999999957,0.683306000000016,0.916629999999941,0.5729166666666452,59.96426799999995,60.64757399999996,7195,7277,True,True,2P,S1,right
0,3.283202000000074,1.5074405348247326,0.091567930413745,1.2499499999998989,0.4416489999998703,0.8083010000000286,0.6466666666667419,4.091503000000103,4.533151999999973,491,544,False,False,regular,S1,right
1,4.533151999999973,1.4376945668258445,0.0961352156162895,1.2666160000001128,0.4333160000001044,0.8333000000000084,0.6578947368420534,5.366451999999981,5.7997680000000855,644,696,False,False,regular,S1,right
2,5.7997680000000855,1.23423015258166,0.0710840606912983,1.316613999999845,0.4499819999998635,0.8666319999999814,0.6582278481013292,6.666400000000067,7.1163819999999305,800,854,True,True,regular,S1,right
3,7.1163819999999305,1.5394599002526514,0.0840731146156414,2.30824100000018,0.4249830000001111,1.883258000000069,0.8158844765342622,8.99964,9.42462300000011,1080,1131,True,True,regular,S1,right
4,9.42462300000011,1.4946114584359265,0.0855805532541841,1.2499499999998989,0.4583150000000842,0.7916349999998147,0.6333333333332363,10.216257999999923,10.67457300000001,1226,1281,False,False,regular,S1,right
5,10.67457300000001,1.475330144734219,0.0867115658281246,1.2332839999999123,0.4583149999998568,0.7749690000000555,0.6283783783784681,11.449542000000063,11.907856999999922,1374,1429,False,False,regular,S1,right
6,11.907856999999922,1.346003594881463,0.0832992353464363,1.3499460000002728,0.4999800000000505,0.8499660000002223,0.6296296296296671,12.757823000000144,13.257803000000196,1531,1591,True,True,regular,S1,right
7,13.257803000000196,1.6909390591262907,0.083121302969555,2.508232999999791,0.4749809999998433,2.033251999999948,0.8106312292359271,15.291055000000142,15.766035999999986,1835,1892,True,True,regular,S1,right
8,15.766035999999986,1.5194998143255938,0.0826916934674157,1.2499500000001262,0.4916470000000572,0.758303000000069,0.6066666666666606,16.524339000000055,17.01598600000011,1983,2042,False,False,regular,S1,right
9,17.01598600000011,1.4479367524457056,0.0847832986724998,1.224950999999919,0.4749809999998433,0.7499700000000757,0.6122448979592859,17.765956000000187,18.24093700000003,2132,2189,False,False,regular,S1,right
10,18.24093700000003,1.142039919496325,0.0768796934462754,1.258282999999892,0.4916469999998298,0.7666360000000623,0.6092715231789096,19.007573000000093,19.499219999999923,2281,2340,True,True,regular,S1,right
11,19.499219999999923,1.5158589395468522,0.0793785182152979,2.574897000000192,0.4583150000000842,2.116582000000108,0.82200647249189,21.61580200000003,22.074117000000115,2594,2649,True,True,regular,S1,right
12,22.074117000000115,1.537204849559361,0.0877233340306218,1.2666159999998854,0.4666480000000774,0.7999679999998079,0.6315789473683265,22.874084999999923,23.340733,2745,2801,False,False,regular,S1,right
13,23.340733,1.4985902168073129,0.0853603843947165,1.224950999999919,0.4416489999998703,0.7833020000000488,0.6394557823130073,24.12403500000005,24.56568399999992,2895,2948,False,False,regular,S1,right
14,24.56568399999992,1.2252182362791055,0.078499665149518,1.2499500000001262,0.3916509999999107,0.8582990000002155,0.6866666666667698,25.42398300000013,25.815634000000045,3051,3098,True,True,regular,S1,right
15,25.815634000000045,1.6454342111296445,0.0886749589688153,2.499900000000025,0.4583150000000842,2.041584999999941,0.8166666666666348,27.857218999999983,28.31553400000007,3343,3398,True,True,regular,S1,right
16,28.31553400000007,1.5665765643879723,0.0957311622793966,1.2416169999999056,0.46664799999985,0.7749690000000555,0.6241610738255955,29.09050300000013,29.557150999999976,3491,3547,False,False,regular,S1,right
17,29.557150999999976,1.5072068905720502,0.088049346601943,1.2499500000001262,0.4583150000000842,0.791635000000042,0.633333333333303,30.34878600000002,30.807101000000102,3642,3697,False,False,regular,S1,right
18,30.807101000000102,1.1118548209161114,0.0787586666822482,1.308281000000079,0.4666480000000774,0.8416330000000016,0.6433121019107904,31.648734000000104,32.11538200000018,3798,3854,True,True,regular,S1,right
19,32.11538200000018,1.5954788694723243,0.0896892685030532,2.291574999999739,0.4749809999998433,1.816593999999896,0.7927272727273175,33.93197600000008,34.40695699999992,4072,4129,True,True,regular,S1,right
20,34.40695699999992,1.5191878540550452,0.0907331663307841,1.2666160000001128,0.4749809999998433,0.7916350000002694,0.6250000000001571,35.19859200000019,35.67357300000003,4224,4281,False,False,regular,S1,right
21,35.67357300000003,1.4867255003890425,0.0839129717268009,1.258282999999892,0.4749809999998433,0.7833020000000488,0.6225165562914828,36.45687500000008,36.931855999999925,4375,4432,False,False,regular,S1,right
22,36.931855999999925,1.2455644457450126,0.0753729148859908,1.2999480000000858,0.4166499999998905,0.8832980000001953,0.6794871794872849,37.81515400000012,38.23180400000001,4538,4588,True,True,regular,S1,right
23,38.23180400000001,1.5962555374909582,0.0819640368744911,2.674893000000111,0.4999800000000505,2.1749130000000605,0.8130841121495216,40.40671700000007,40.90669700000012,4849,4909,True,True,regular,S1,right
24,40.90669700000012,1.4887111097729104,0.0829061066638951,1.2666159999998854,0.4666480000000774,0.7999679999998079,0.6315789473683265,41.70666499999993,42.17331300000001,5005,5061,False,False,regular,S1,right
25,42.17331300000001,1.4264739770725108,0.0780008599370022,1.2832820000000993,0.4916470000000572,0.791635000000042,0.6168831168831019,42.96494800000005,43.45659500000011,5156,5215,False,False,regular,S1,right
26,43.45659500000011,1.333607395307992,0.0748504645269896,1.366612000000032,0.5083130000000438,0.8582989999999882,0.6280487804877816,44.314894000000095,44.82320700000014,5318,5379,True,True,regular,S1,right
27,44.82320700000014,1.5019161561725287,0.0812478310044376,2.7915549999997893,0.4749809999998433,2.316573999999946,0.8298507462687,47.139781000000085,47.61476199999993,5657,5714,True,True,regular,S1,right
28,47.61476199999993,1.5269361477872754,0.0893142478332705,1.308281000000079,0.4416489999998703,0.8666320000002088,0.6624203821657246,48.48139400000014,48.92304300000001,5818,5871,False,False,regular,S1,right
29,48.92304300000001,1.4978809285293606,0.0869099637001346,1.2666160000001128,0.4916470000000572,0.7749690000000555,0.6118421052631473,49.69801200000006,50.18965900000012,5964,6023,False,False,regular,S1,right
30,50.18965900000012,1.2842221764904416,0.0753082741608062,1.3166140000000723,0.5083130000002711,0.8083009999998012,0.6139240506327267,50.99795999999992,51.50627300000019,6120,6181,True,True,regular,S1,right
0,3.6748529999999846,1.3122655360187,0.0683475895,1.224950999999919,0.5499779999997827,0.6749730000001364,0.551020408163413,4.349826000000121,4.899803999999904,522,588,False,False,1P,S2,right
1,4.899803999999904,1.3226465380141106,0.0694290629,1.2166180000001532,0.5583110000000033,0.6583070000001499,0.5410958904110139,5.5581110000000535,6.116422000000057,667,734,False,False,1P,S2,right
2,6.116422000000057,1.304692875849062,0.0659793436,1.224950999999919,0.5833099999999831,0.641640999999936,0.5238095238095062,6.758062999999993,7.341372999999976,811,881,False,False,1P,S2,right
3,7.341372999999976,1.3418353148145816,0.0639371068,1.2499500000001262,0.5833099999999831,0.6666400000001431,0.5333333333333939,8.008013000000119,8.591323000000102,961,1031,False,False,1P,S2,right
4,8.591323000000102,1.273446497140189,0.0631791886,1.1832859999999528,0.5583110000000033,0.6249749999999494,0.5281690140844854,9.216298000000052,9.774609000000057,1106,1173,False,False,1P,S2,right
5,9.774609000000057,1.3278853448420522,0.0620778551,1.224950999999919,0.5999759999999696,0.6249749999999494,0.5102040816326455,10.399584000000004,10.999559999999974,1248,1320,False,False,1P,S2,right
6,10.999559999999974,1.2653121209869076,0.0623004208,1.1832859999999528,0.5666439999999966,0.6166419999999562,0.521126760563364,11.61620199999993,12.182845999999929,1394,1462,False,False,1P,S2,right
7,12.182845999999929,1.3005683122740024,0.0595045943,1.18328600000018,0.5333120000000235,0.6499740000001566,0.549295774647936,12.832820000000083,13.366132000000109,1540,1604,False,False,1P,S2,right
8,13.366132000000109,1.320941156772648,0.0580434661,1.1999519999999393,0.5499780000000101,0.6499739999999292,0.5416666666666351,14.016106000000036,14.566084000000046,1682,1748,False,False,1P,S2,right
9,14.566084000000046,1.3094889476676734,0.0685243737,1.2416169999999056,0.5749769999999899,0.6666399999999157,0.5369127516778253,15.232723999999962,15.807700999999952,1828,1897,False,False,1P,S2,right
10,15.807700999999952,1.312532250041916,0.0659917787,1.2249510000001465,0.6083090000001903,0.6166419999999562,0.5034013605441218,16.424342999999908,17.0326520000001,1971,2044,False,False,1P,S2,right
11,17.0326520000001,1.314195175697197,0.0672769968,1.1999519999999393,0.5916429999999764,0.6083089999999629,0.5069444444444392,17.64096100000006,18.23260400000004,2117,2188,False,False,1P,S2,right
12,18.23260400000004,1.2085273190450092,0.060347712,1.3166140000000723,0.6083090000001903,0.7083049999998821,0.5379746835441847,18.94090899999992,19.54921800000011,2273,2346,True,True,1P,S2,right
13,19.54921800000011,1.272386800990429,0.062544931,2.566563999999971,0.5833099999999831,1.983253999999988,0.7727272727272767,21.53247200000009,22.11578200000008,2584,2654,True,True,1P,S2,right
14,22.11578200000008,1.3460599105767668,0.061991075,1.2082849999999326,0.5666439999999966,0.641640999999936,0.5310344827585973,22.757423000000017,23.324067000000014,2731,2799,False,False,1P,S2,right
15,23.324067000000014,1.3265803954355313,0.0618339308,1.158286999999973,0.5749769999999899,0.5833099999999831,0.5035971223021555,23.907377,24.482353999999987,2868,2936,False,False,1P,S2,right
16,24.482353999999987,1.3688348080377728,0.0636624466,1.1666199999999662,0.5416450000000168,0.6249749999999494,0.5357142857142578,25.107328999999936,25.64897399999996,3010,3075,False,False,1P,S2,right
17,25.64897399999996,1.3771367973122497,0.0736979003,1.2166180000001532,0.6166420000001835,0.5999759999999696,0.4931506849314198,26.248949999999923,26.865592000000103,3147,3221,True,False,1P,S2,right
18,26.865592000000103,1.3160256607958238,0.0683969481,1.191618999999946,0.5833099999999831,0.6083089999999629,0.5104895104895025,27.47390100000007,28.05721100000005,3294,3364,False,False,1P,S2,right
19,28.05721100000005,1.3426249265786512,0.0737895348,1.1749529999999595,0.5916429999999764,0.5833099999999831,0.4964539007092226,28.640521000000035,29.23216400000001,3434,3505,True,False,1P,S2,right
20,29.23216400000001,1.3602039713488154,0.0679851854,1.1999519999999393,0.5999759999999696,0.5999759999999696,0.5,29.83213999999998,30.43211599999995,3577,3649,False,False,1P,S2,right
21,30.43211599999995,1.348061424732447,0.0657730778,1.2582830000001195,0.6249749999999494,0.6333080000001701,0.5033112582782331,31.06542400000012,31.69039900000007,3725,3800,False,False,1P,S2,right
22,31.69039900000007,1.3245164868245298,0.0602600048,1.2749489999998789,0.6083089999999629,0.6666399999999157,0.5228758169934478,32.357038999999986,32.96534799999995,3880,3953,False,False,1P,S2,right
23,32.96534799999995,1.3114852762765352,0.0647012207,1.2582830000001195,0.5749769999999899,0.6833060000001296,0.5430463576159456,33.64865400000008,34.22363100000007,4035,4104,False,False,1P,S2,right
24,34.22363100000007,1.3378860141096298,0.0669939751,1.2416169999999056,0.5916429999999764,0.6499739999999292,0.5234899328858889,34.873605,35.465247999999974,4182,4253,False,False,1P,S2,right
25,35.465247999999974,1.3127850774592886,0.0595577367,1.1666199999999662,0.5333120000000235,0.6333079999999427,0.5428571428571094,36.09855599999992,36.63186799999994,4329,4393,False,False,1P,S2,right
26,36.63186799999994,1.2208382652834635,0.0705287743,1.2332840000001395,0.5666439999999966,0.6666400000001431,0.5405405405405953,37.29850800000008,37.86515200000008,4473,4541,False,False,1P,S2,right
27,37.86515200000008,1.7647707545328606,0.0671824308,4.049837999999909,0.5583110000000033,3.491526999999905,0.8621399176954693,41.35667899999999,41.91498999999999,4960,5027,True,True,1P,S2,right
28,41.91498999999999,1.296682231575986,0.0742592451,1.1832859999999528,0.5583110000000033,0.6249749999999494,0.5281690140844854,42.53996499999994,43.09827599999994,5102,5169,False,False,1P,S2,right
29,43.09827599999994,1.3024601733026815,0.0697010969,1.3332800000000589,0.6083089999999629,0.724971000000096,0.5437500000000479,43.82324700000004,44.431556,5256,5329,False,False,1P,S2,right
30,44.431556,1.340409461711955,0.0669160013,1.3582790000000386,0.5999759999999696,0.758303000000069,0.558282208588992,45.18985900000007,45.78983500000004,5420,5492,False,False,1P,S2,right
31,45.78983500000004,1.2993505536520713,0.0680460367,1.4166099999999917,0.641640999999936,0.7749690000000555,0.5470588235294542,46.564804000000095,47.20644500000003,5585,5662,False,False,1P,S2,right
