stride_index,timestamp,stride_length,clearance,stride_time,swing_time,stance_time,stance_ratio,fo_time,ic_time,fo_sample,ic_sample,is_outlier,turning_step,method,subject
0,2.649893999999904,1.434450632073513,0.0786698794732285,1.1082890000000134,0.46664799999985,0.6416410000001633,0.578947368421193,3.291535000000067,3.758182999999917,395,451,False,False,regular,S2
1,3.758182999999917,1.4360466816948867,0.0831358173831038,1.0916230000000269,0.4749810000000707,0.6166419999999562,0.5648854961831521,4.374824999999873,4.849805999999944,525,582,False,False,regular,S2
2,4.849805999999944,1.4606181464061918,0.0844936770021097,1.1166220000000069,0.4916470000000572,0.6249749999999494,0.5597014925372648,5.4747809999998935,5.966427999999951,657,716,False,False,regular,S2
3,5.966427999999951,1.4416560332149722,0.0758150143014859,1.1166220000000069,0.4749810000000707,0.641640999999936,0.574626865671581,6.608068999999887,7.083049999999957,793,850,False,False,regular,S2
4,7.083049999999957,1.40747000448255,0.07431876744052,1.0832900000000336,0.4499820000000909,0.6333079999999427,0.5846153846153136,7.7163579999999,8.166339999999991,926,980,False,False,regular,S2
5,8.166339999999991,1.4786770898126382,0.0790928819006799,1.1332879999999932,0.4833140000000639,0.6499739999999292,0.5735294117646469,8.81631399999992,9.299627999999984,1058,1116,False,False,regular,S2
6,9.299627999999984,1.424014984085225,0.07673299146532,1.0666239999998195,0.46664799999985,0.5999759999999696,0.5625000000000666,9.899603999999954,10.366251999999804,1188,1244,False,False,regular,S2
7,10.366251999999804,1.3989617657820408,0.0706398138505513,1.0916230000002545,0.4583150000000842,0.6333080000001701,0.5801526717557458,10.999559999999974,11.457875000000058,1320,1375,False,False,regular,S2
8,11.457875000000058,1.390808673686282,0.0693051193621011,1.09995600000002,0.4583150000000842,0.641640999999936,0.5833333333332644,12.099515999999994,12.557831000000078,1452,1507,False,False,regular,S2
9,12.557831000000078,1.3895748171426876,0.0740642145911577,1.0916229999997995,0.4583149999998568,0.6333079999999427,0.5801526717557792,13.19113900000002,13.649453999999878,1583,1638,False,False,regular,S2
10,13.649453999999878,1.365751366992349,0.066407829473204,1.09995600000002,0.4499820000000909,0.6499739999999292,0.5909090909090158,14.299427999999809,14.749409999999898,1716,1770,False,False,regular,S2
11,14.749409999999898,0.9076751522394928,0.0465759944680331,1.0749570000000404,0.4083170000001246,0.6666399999999157,0.6201550387595882,15.416049999999814,15.824366999999938,1850,1899,True,True,regular,S2
12,15.824366999999938,0.2679918991919902,,2.9498819999998886,0.0583309999999528,2.891550999999936,0.9802259887005802,18.715917999999878,18.774248999999827,2246,2253,True,True,regular,S2
13,18.774248999999827,2.533209972177576,0.066680111470602,1.516606000000138,0.4916470000000572,1.0249590000000808,0.6758241758241675,19.799207999999908,20.290854999999965,2376,2435,True,True,regular,S2
14,20.290854999999965,1.3634506604404624,0.0692128451861544,1.04162499999984,0.4499819999998635,0.5916429999999764,0.5680000000000646,20.88249799999994,21.332479999999805,2506,2560,False,False,regular,S2
15,21.332479999999805,1.3698825773276293,0.0663921546074282,1.0916230000002545,0.4666480000000774,0.6249750000001768,0.5725190839694942,21.95745499999998,22.42410300000006,2635,2691,False,False,regular,S2
16,22.42410300000006,1.3389769764330928,0.0662943231233736,1.074956999999813,0.4499819999998635,0.6249749999999494,0.5813953488372634,23.04907800000001,23.499059999999872,2766,2820,False,False,regular,S2
17,23.499059999999872,1.3467685789731607,0.0669774861922614,1.1166220000000069,0.4416489999998703,0.6749730000001364,0.604477611940417,24.17403300000001,24.61568199999988,2901,2954,False,False,regular,S2
18,24.61568199999988,1.3440784899709894,0.062315767016753,1.09995600000002,0.4583150000000842,0.641640999999936,0.5833333333332644,25.25732299999981,25.7156379999999,3031,3086,False,False,regular,S2
19,25.7156379999999,1.3802910079177018,0.0676118630118727,1.124955,0.4833139999998366,0.6416410000001633,0.5703703703705156,26.357279000000062,26.8405929999999,3163,3221,False,False,regular,S2
20,26.8405929999999,1.2753763103708418,0.0618722415240312,1.0749570000000404,0.4499819999998635,0.6249750000001768,0.581395348837352,27.46556800000008,27.91554999999994,3296,3350,False,False,regular,S2
