stride_index,timestamp,stride_length,clearance,stride_time,swing_time,stance_time,stance_ratio,fo_time,ic_time,fo_sample,ic_sample,is_outlier,turning_step
0,3.341532999999913,1.426965679799363,0.0729208705,1.5749370000000908,0.6583070000000362,0.9166300000000547,0.5820105820105832,4.258162999999968,4.916470000000004,511,590,False,False
1,4.916470000000004,1.4190175320861735,0.07344563800000001,1.566603999999984,0.716637999999989,0.8499659999999949,0.542553191489364,5.766435999999999,6.483073999999988,692,778,False,False
2,6.483073999999988,1.3342092473789258,0.0722282052,1.599935999999957,0.7333039999999755,0.8666319999999814,0.5416666666666696,7.349705999999969,8.083009999999945,882,970,False,False
3,8.083009999999945,4.317941088697524,0.07491111610000001,6.6830660000000535,0.7333039999999755,5.949762000000078,0.8902743142144683,14.032772000000023,14.766075999999998,1684,1772,True,True
4,14.766075999999998,1.2620529226533996,0.0701984164,1.566603999999984,0.6999720000000025,0.8666319999999814,0.5531914893616959,15.63270799999998,16.332679999999982,1876,1960,True,True
5,16.332679999999982,1.6263386270671591,0.08638924440000001,3.0915430000000015,0.7666359999999486,2.324907000000053,0.7520215633423348,18.657587000000035,19.424222999999984,2239,2331,True,True
6,19.424222999999984,1.4997616162429053,0.0834053211,1.5249390000000176,0.6999720000000025,0.8249670000000151,0.5409836065573808,20.24919,20.949162,2430,2514,False,False
7,20.949162,1.4262070037199048,0.0815383192,1.5332720000000108,0.7083049999999957,0.8249670000000151,0.5380434782608756,21.774129000000016,22.482434000000012,2613,2698,False,False
8,22.482434000000012,1.29251705718144,0.0653161872,1.6082689999999502,0.7833019999999351,0.8249670000000151,0.5129533678756729,23.307401000000027,24.090702999999962,2797,2891,True,True
9,24.090702999999962,1.6105142562754056,0.0916638931,2.874885000000063,0.7249709999999823,2.1499140000000807,0.7478260869565334,26.240617000000043,26.965588000000025,3149,3236,True,True
10,26.965588000000025,1.4148560220054505,0.0849740481,1.4082769999999982,0.6083090000000766,0.7999679999999216,0.5680473372780516,27.765555999999947,28.373865000000023,3332,3405,False,False
11,28.373865000000023,1.5298449885628105,0.0789766654,1.6166019999999435,0.7083049999999957,0.9082969999999477,0.5618556701030801,29.28216199999997,29.990466999999967,3514,3599,False,False
12,29.990466999999967,1.3009148140834268,0.07371287110000001,1.5749370000000908,0.758303000000069,0.8166340000000218,0.5185185185185025,30.80710099999999,31.565404000000058,3697,3788,True,True
13,31.565404000000058,1.5849668207484229,0.0822840547,2.766555999999923,0.6249749999999494,2.1415809999999738,0.7740963855421806,33.70698500000003,34.33195999999998,4045,4120,True,True
14,34.33195999999998,1.4724372070054317,0.0863954601,1.5499379999999974,0.7249709999999823,0.8249670000000151,0.5322580645161397,35.156926999999996,35.88189799999998,4219,4306,False,False
15,35.88189799999998,1.3986565320380713,0.07411568140000001,1.4916070000000445,0.6333080000000564,0.8582989999999882,0.5754189944133827,36.74019699999997,37.37350500000002,4409,4485,False,False
16,37.37350500000002,1.256054622637832,0.0756438384,1.4832739999999376,0.6166419999999562,0.8666319999999814,0.5842696629213604,38.240137000000004,38.85677899999996,4589,4663,True,True
17,38.85677899999996,1.4274273902109582,0.0842527808,2.908217000000036,0.6166419999999562,2.29157500000008,0.787965616045863,41.14835400000004,41.764996,4938,5012,True,True
18,41.764996,1.404025193795785,0.0802384728,1.5166060000000243,0.6666400000000294,0.8499659999999949,0.5604395604395481,42.61496199999999,43.28160200000002,5113,5193,False,False
19,43.28160200000002,1.4539458839758428,0.0895835618,1.4749409999999443,0.674972999999909,0.7999680000000353,0.5423728813559766,44.081570000000056,44.756542999999965,5289,5370,False,False
20,44.756542999999965,1.2602144610155563,0.077877877,1.566603999999984,0.7249709999999823,0.8416330000000016,0.5372340425531981,45.59817599999997,46.32314699999995,5471,5558,True,True
21,46.32314699999995,1.5512727613912562,0.08168870880000001,2.6582270000000108,0.6083089999999629,2.049918000000048,0.7711598746081654,48.373065,48.98137399999996,5804,5877,True,True
22,48.98137399999996,1.5197214094018154,0.0808077262,1.4916070000000445,0.6416410000000496,0.8499659999999949,0.5698324022346164,49.831339999999955,50.472981000000004,5979,6056,False,False
23,50.472981000000004,1.4557575579497024,0.0802105063,1.4832740000000513,0.6749730000000227,0.8083010000000286,0.5449438202247195,51.28128200000003,51.956255000000056,6153,6234,False,False
24,51.956255000000056,1.1190656056703425,0.0668589837,1.391610999999898,0.5666439999999966,0.8249669999999014,0.5928143712574576,52.78122199999996,53.347865999999954,6333,6401,True,True
25,53.347865999999954,1.508916564053707,0.0888493853,2.7832220000000234,0.6916390000000092,2.091583000000014,0.7514970059880227,55.43944899999997,56.13108799999998,6652,6735,True,True
26,56.13108799999998,1.5027978282258923,0.0900859588,1.541605000000004,0.641640999999936,0.8999640000000682,0.5837837837838264,57.031052000000045,57.67269299999998,6843,6920,False,False
27,57.67269299999998,1.4051012413382526,0.0880451829,1.3749450000000252,0.5916429999999764,0.7833020000000488,0.5696969696969948,58.45599500000003,59.047638000000006,7014,7085,False,False
28,59.047638000000006,1.2573748771521402,0.0851703266,1.599935999999957,0.683306000000016,0.916629999999941,0.5729166666666452,59.96426799999995,60.64757399999996,7195,7277,True,True
