stride_index,timestamp,stride_length,clearance,stride_time,swing_time,stance_time,stance_ratio,fo_time,ic_time,fo_sample,ic_sample,is_outlier,turning_step
0,8.291335000000117,1.0738214282239744,0.053815275600000004,2.4998999999997977,0.7749690000000555,1.7249309999997422,0.6899999999999527,10.01626599999986,10.791234999999915,1202,1295,True,False
1,10.791234999999915,1.2150319741556408,0.0600777969,2.399904000000106,0.724971000000096,1.67493300000001,0.69791666666664,12.466167999999925,13.191139000000021,1496,1583,True,False
2,13.191139000000021,1.0697389246701914,0.0430023754,2.3582389999999123,0.7416369999998551,1.6166020000000572,0.6855123674912158,14.807741000000078,15.549377999999933,1777,1866,True,False
3,15.549377999999933,1.0618730297843122,0.0505853868,2.3165740000001733,0.7083050000001094,1.608269000000064,0.6942446043165224,17.157646999999997,17.865952000000107,2059,2144,True,False
4,17.865952000000107,1.0250937270743143,0.059983311000000004,2.3415729999999257,0.791635000000042,1.5499379999998837,0.6619217081850247,19.41588999999999,20.207525000000032,2330,2425,True,False
5,20.207525000000032,1.1417496836576388,0.0613629954,2.4832340000000386,0.7499700000000757,1.7332639999999628,0.6979865771811823,21.940788999999995,22.69075900000007,2633,2723,True,False
6,22.69075900000007,1.1776950756611413,0.0927520378,2.3415729999999257,0.6916389999998955,1.6499340000000302,0.7046263345196082,24.3406930000001,25.032331999999997,2921,3004,True,False
7,25.032331999999997,1.1857457895631986,0.0780625919,2.291574999999966,0.641640999999936,1.6499340000000302,0.7200000000000238,26.682266000000027,27.323906999999963,3202,3279,True,False
8,27.323906999999963,1.1987378068320012,0.08112964760000001,2.191579000000047,0.6999719999998888,1.4916070000001582,0.680608365019069,28.81551400000012,29.51548600000001,3458,3542,True,False
9,29.51548600000001,1.0845475650507161,0.055282910000000005,4.958135000000084,0.6333080000001701,4.324826999999914,0.872268907562993,33.840312999999924,34.473621000000094,4061,4137,True,True
10,34.473621000000094,1.101080967633849,0.0668074721,2.374904999999899,0.6833059999999023,1.6915989999999965,0.7122807017544148,36.16522000000009,36.84852599999999,4340,4422,True,False
11,36.84852599999999,1.1296469762427888,0.0582991672,2.3332399999999325,0.6999719999998888,1.6332680000000437,0.7000000000000389,38.481794000000036,39.181765999999925,4618,4702,True,False
12,39.181765999999925,1.1827669966234051,0.0696568868,2.5998960000001716,0.758303000000069,1.8415930000001026,0.708333333333326,41.02335900000003,41.7816620000001,4923,5014,True,False
13,41.7816620000001,1.2094416721523114,0.0576711891,2.4665679999998247,0.674972999999909,1.7915949999999157,0.7263513513513687,43.57325700000001,44.24822999999992,5229,5310,True,False
14,44.24822999999992,1.1323619496184325,0.055549317800000005,2.299908000000187,0.6416410000001633,1.6582670000000235,0.7210144927535749,45.906496999999945,46.54813800000011,5509,5586,True,False
15,46.54813800000011,1.19164110834648,0.0520301181,2.283241999999973,0.6583070000001499,1.624934999999823,0.7116788321167192,48.17307299999993,48.83138000000008,5781,5860,True,False
16,48.83138000000008,1.1998516275469027,0.0583383767,2.3999039999998786,0.7249709999998686,1.67493300000001,0.6979166666667062,50.50631300000009,51.23128399999996,6061,6148,True,False
17,51.23128399999996,1.2810796690039146,0.058252385600000005,2.533231999999998,0.674972999999909,1.8582590000000891,0.7335526315789831,53.08954300000005,53.76451599999996,6371,6452,True,False
18,53.76451599999996,1.2555802080867722,0.0676140064,2.4249030000000857,0.6666399999999157,1.75826300000017,0.7250859106529655,55.52277900000013,56.18941900000004,6663,6743,True,False
19,56.18941900000004,1.2456759895284304,0.0779553868,2.3999039999998786,0.6333079999999427,1.7665959999999359,0.7361111111111216,57.95601499999998,58.58932299999992,6955,7031,True,False
