sep=,
DeviceTag:,RF-3
FirmwareVersion:,2.1.0
AppVersion:,2022.0.0
StartTime: ,2022-09-15_12:48:54_000 CEST
© Xsens Technologies B. V. 2005-2022

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0,1685464083,-7.74111557006836,-31.26511001586914,6.31239652633667,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000
1,1685472416,-7.73290634155273,-31.25685119628906,6.31197977066040,5.21639585494995,-1.17859673500061,8.55467033386230,1.69830048084259,-0.83375614881516,-0.60768485069275
2,1685480749,-7.72405862808228,-31.24708366394043,6.31170320510864,5.22212743759155,-1.18597507476807,8.51307010650635,1.78321170806885,-0.65681296586990,-0.57208114862442
3,1685489082,-7.71504259109497,-31.23743629455566,6.31112194061279,5.20182514190674,-1.14697456359863,8.51825332641602,1.77445185184479,-0.65074247121811,-0.59264940023422
4,1685497415,-7.70652723312378,-31.22635078430176,6.31033658981323,5.22331714630127,-1.15403950214386,8.54325771331787,1.70060586929321,-0.47641193866730,-0.58947318792343
5,1685505748,-7.69959020614624,-31.21408462524414,6.31113672256470,5.20134305953979,-1.16796839237213,8.49951553344727,1.62076628208160,-0.37426239252090,-0.42146942019463
6,1685514081,-7.69308567047119,-31.20060539245605,6.31322050094604,5.21469449996948,-1.13907587528229,8.52162551879883,1.63820958137512,-0.23166793584824,-0.26043272018433
7,1685522414,-7.68866443634033,-31.18823623657227,6.31608772277832,5.17121219635010,-1.17315924167633,8.51749134063721,1.44635891914368,-0.39050179719925,-0.21028004586697
8,1685530747,-7.68526840209961,-31.17622184753418,6.31926250457764,5.17800760269165,-1.14373958110809,8.50985813140869,1.34436309337616,-0.43535235524178,-0.17910751700401
9,1685539080,-7.68354177474976,-31.16476631164551,6.32243013381958,5.17231369018555,-1.17845952510834,8.52124595642090,1.13068914413452,-0.48832255601883,-0.18323141336441
10,1685547413,-7.68329095840454,-31.15232276916504,6.32624340057373,5.17513895034790,-1.16323828697205,8.50128269195557,1.00663948059082,-0.39180815219879,-0.11115297675133
11,1685555746,-7.68417358398438,-31.14074516296387,6.32953405380249,5.19220590591431,-1.17986166477203,8.53159618377686,0.82441973686218,-0.47543859481812,-0.16804219782352
12,1685564079,-7.68458080291748,-31.12777900695801,6.33251333236694,5.20012378692627,-1.16714370250702,8.53069496154785,0.86404502391815,-0.30543696880341,-0.17803175747395
13,1685572412,-7.68683481216431,-31.11481094360352,6.33635473251343,5.18259239196777,-1.14491975307465,8.54670333862305,0.70667111873627,-0.33179396390915,-0.09954971820116
14,1685580745,-7.68997097015381,-31.10197448730469,6.33974266052246,5.17484569549561,-1.15753030776978,8.53410720825195,0.56128466129303,-0.32636377215385,-0.13761246204376
15,1685589078,-7.69508743286133,-31.08907127380371,6.34301662445068,5.16445970535278,-1.17552685737610,8.53162479400635,0.32696568965912,-0.33307468891144,-0.15879544615746
16,1685597411,-7.70083427429199,-31.07781219482422,6.34793949127197,5.15534019470215,-1.15166497230530,8.55887031555176,0.35670381784439,-0.54959183931351,-0.01837821304798
17,1685605744,-7.70696258544922,-31.06641197204590,6.35136842727661,5.14795112609863,-1.17619919776917,8.51106739044189,0.20371000468731,-0.49657034873962,-0.15592662990093
18,1685614077,-7.71363687515259,-31.05698966979980,6.35445880889893,5.15773630142212,-1.18816590309143,8.54640960693359,0.11659599840641,-0.72886586189270,-0.22262610495090
19,1685622410,-7.72133588790894,-31.04873657226562,6.35847949981689,5.15636920928955,-1.15553450584412,8.49986553192139,0.06393312662840,-0.89592188596725,-0.15531191229820
20,1685630743,-7.72866821289062,-31.03822708129883,6.36268043518066,5.13841629028320,-1.17793738842010,8.53011608123779,0.10754135996103,-0.61463916301727,-0.09095615148544
21,1685639076,-7.73700380325317,-31.02988815307617,6.36724138259888,5.15075588226318,-1.13977706432343,8.54968738555908,0.02289912477136,-0.89389836788177,-0.09778233617544
22,1685647409,-7.74578380584717,-31.02205085754395,6.37203264236450,5.13461065292358,-1.19114863872528,8.55258178710938,-0.01837821304798,-0.95501393079758,-0.08610223978758
23,1685655742,-7.75429582595825,-31.01455688476562,6.37530279159546,5.15428924560547,-1.19983232021332,8.51450252532959,-0.09139157831669,-0.95932984352112,-0.23393480479717
24,1685664075,-7.76068401336670,-31.00895690917969,6.37720108032227,5.15657043457031,-1.22973108291626,8.55671691894531,0.07782885432243,-1.16788089275360,-0.40506348013878
25,1685672408,-7.76433277130127,-31.00104331970215,6.37786293029785,5.13941049575806,-1.22745645046234,8.55425643920898,0.34210374951363,-0.89033794403076,-0.50269216299057
26,1685680741,-7.76696443557739,-30.99507141113281,6.37768125534058,5.14161396026611,-1.17826628684998,8.56869792938232,0.40032485127449,-1.09258794784546,-0.61045122146606
27,1685689074,-7.76897907257080,-30.98987579345703,6.37704420089722,5.17059707641602,-1.19357347488403,8.54819107055664,0.45895585417747,-1.19553160667419,-0.68076229095459
28,1685697407,-7.76943922042847,-30.98374938964844,6.37726688385010,5.14643478393555,-1.19368076324463,8.57476329803467,0.69775736331940,-1.09712171554565,-0.57661479711533
29,1685705740,-7.77189302444458,-30.97945404052734,6.37773704528809,5.15716409683228,-1.19543313980103,8.54382038116455,0.46177339553833,-1.30078041553497,-0.57082605361938
30,1685714073,-7.77357912063599,-30.97486305236816,6.37793302536011,5.15028285980225,-1.18054091930389,8.54853439331055,0.53824466466904,-1.26380634307861,-0.59483939409256
31,1685722406,-7.77361440658569,-30.96969604492188,6.37757444381714,5.15748596191406,-1.18848061561584,8.57978534698486,0.71212702989578,-1.19998860359192,-0.65156215429306
32,1685730739,-7.77336072921753,-30.96340370178223,6.37685489654541,5.15502548217773,-1.19260060787201,8.56124496459961,0.71384310722351,-1.04807043075562,-0.66034775972366
33,1685739072,-7.77341175079346,-30.95850181579590,6.37597513198853,5.14888811111450,-1.18416750431061,8.56920623779297,0.67619025707245,-1.22690904140472,-0.70986014604568
34,1685747405,-7.77354431152344,-30.95318794250488,6.37496900558472,5.14303016662598,-1.19217860698700,8.57415580749512,0.66243529319763,-1.17657709121704,-0.71359974145889
35,1685755738,-7.77377891540527,-30.94812965393066,6.37505722045898,5.14948177337646,-1.17172145843506,8.52936458587646,0.70349490642548,-1.20628952980042,-0.59764409065247
36,1685764071,-7.77425956726074,-30.94430541992188,6.37532091140747,5.15121269226074,-1.18349504470825,8.55223941802979,0.68694818019867,-1.35449349880219,-0.60023117065430
37,1685772404,-7.77330541610718,-30.93948364257812,6.37434577941895,5.16261386871338,-1.17650663852692,8.53528594970703,0.79337531328201,-1.23441386222839,-0.71795415878296
38,1685780737,-7.77266836166382,-30.93391418457031,6.37457704544067,5.16106224060059,-1.17108488082886,8.53666782379150,0.81791377067566,-1.14689016342163,-0.57469379901886
39,1685789070,-7.77322483062744,-30.92934417724609,6.37546443939209,5.15561914443970,-1.16175758838654,8.53623104095459,0.72562563419342,-1.29253268241882,-0.53373658657074
40,1685797403,-7.77357053756714,-30.92359924316406,6.37668418884277,5.15357351303101,-1.18380260467529,8.55936336517334,0.77242285013199,-1.15572702884674,-0.47966492176056
41,1685805736,-7.77426671981812,-30.91827201843262,6.37915897369385,5.14043378829956,-1.19751477241516,8.56856155395508,0.79601359367371,-1.20652008056641,-0.35013374686241
42,1685814069,-7.77692270278931,-30.91217231750488,6.38183832168579,5.15017557144165,-1.18841624259949,8.56271839141846,0.58679652214050,-1.13456964492798,-0.32395604252815
43,1685822402,-7.77831363677979,-30.90572929382324,6.38384962081909,5.14039087295532,-1.20856583118439,8.56470584869385,0.68459171056747,-1.06810069084167,-0.37961578369141
44,1685830735,-7.77918577194214,-30.90071868896484,6.38615465164185,5.14348125457764,-1.20676326751709,8.56379985809326,0.76437997817993,-1.24255931377411,-0.37269991636276
45,1685839068,-7.77896308898926,-30.89501953125000,6.38814401626587,5.13144969940186,-1.21580445766449,8.54894924163818,0.88930058479309,-1.17153108119965,-0.40131101012230
46,1685847401,-7.77790212631226,-30.88948249816895,6.38808965682983,5.15800809860229,-1.21845102310181,8.57695960998535,0.85149395465851,-1.14829885959625,-0.60535395145416
47,1685855734,-7.77671957015991,-30.88329887390137,6.38856124877930,5.13278007507324,-1.21445965766907,8.56012153625488,0.90892124176025,-1.09117925167084,-0.55148732662201
48,1685864067,-7.77363061904907,-30.87804222106934,6.38814640045166,5.12720441818237,-1.18142664432526,8.55152225494385,1.08606910705566,-1.19197130203247,-0.65409785509109
49,1685872400,-7.77017545700073,-30.87391281127930,6.38818359375000,5.14222717285156,-1.17468190193176,8.56313419342041,1.14441835880280,-1.31653320789337,-0.61816108226776
50,1685880733,-7.76552057266235,-30.86912918090820,6.38780593872070,5.15936994552612,-1.18542373180389,8.55259132385254,1.26203882694244,-1.23236489295959,-0.65056312084198
51,1685889066,-7.76146268844604,-30.86368560791016,6.38797235488892,5.11332702636719,-1.19134664535522,8.57151222229004,1.23639905452728,-1.17585992813110,-0.59308481216431
