,timestamp,GyrY,GyrX,GyrZ,AccY,AccX,AccZ
0,887.282785,0.0,-0.0,0.0,0.0,-0.0,0.0
1,887.291118,1.17123651504517,0.37820693850517,-0.20861510932446,0.6039466663282744,-0.10333890817603265,0.7419367712371203
2,887.299451,1.02718198299408,0.35963666439056,-0.12887801229954,0.6031357512182122,-0.10371913715284693,0.7424993904269469
3,887.307784,0.97124052047729,0.42328801751137,-0.12967206537724,0.6037152543359877,-0.10335419859205,0.7442423762107377
4,887.316117,1.04897975921631,0.30730679631233,0.0662640184164,0.603810135199099,-0.10291919416310814,0.7424256752948367
5,887.32445,1.02941048145294,0.27344477176666,-0.16706883907318,0.6051261570988867,-0.1035680576246612,0.7442292388604612
6,887.332783,1.09055161476135,0.29757332801819,-0.11622457951307,0.6043896869737275,-0.10340236887639898,0.7459203564390846
7,887.3411159999999,0.92203551530838,0.33304905891418,-0.13438507914543,0.60190809016325,-0.10321623208571427,0.7436101777212959
8,887.3494489999999,1.09301066398621,0.39857026934624,-0.0849239975214,0.6047735895429337,-0.10173313471735713,0.7455328046059122
9,887.3577819999999,1.13204669952393,0.32065179944038,-0.02073472179472,0.6040123530796591,-0.10354105307131428,0.7450882755980204
10,887.3661149999999,1.00031268596649,0.40254047513008,-0.09245457500219,0.602083984686404,-0.1046971885525449,0.7451189294153326
11,887.3744479999999,1.02713084220886,0.34111753106117,-0.07503689825535,0.6024642379916448,-0.1041665612434857,0.7437372694210133
12,887.3827809999999,1.09055161476135,0.33917090296745,-0.13809914886951,0.6038196232854102,-0.10272287592595919,0.742477592156858
13,887.391114,1.12969028949738,0.38271510601044,-0.09199352562428,0.604045196455352,-0.10477820221258673,0.7451371757351621
14,887.399447,1.06130027770996,0.38435441255569,-0.05749114975333,0.6051108301902305,-0.10240535346829183,0.7425782145286092
15,887.40778,1.0513619184494,0.45307740569115,-0.05364901199937,0.6052721276575204,-0.10320603847503673,0.7414666000677611
16,887.416113,1.08337962627411,0.49172928929329,-0.06100029498339,0.6030751734363785,-0.10166160306152039,0.7436715826696275
17,887.424446,1.12490034103394,0.41457918286324,-0.10731083154678,0.6046371070706112,-0.10334036788161938,0.7431060440686286
18,887.432779,1.0118134021759,0.4306905567646,0.01639311015606,0.6040656323335611,-0.10443807864675714,0.7420570996342877
19,887.441112,1.04885172843933,0.36089178919792,-0.04076505824924,0.6047516939591387,-0.10415561345158775,0.7413344967121979
20,887.449445,1.0030277967453,0.33035954833031,0.00924673769623,0.6024562096109194,-0.1022265395339653,0.7436861797254908
21,887.457778,1.08773410320282,0.22196017205715,-0.00493074022233,0.6040035948461419,-0.10309216927508877,0.7434467880093326
22,887.466111,0.89083749055862,0.25077614188194,-0.1132533326745,0.604242986562301,-0.10227325011272857,0.7414541925702774
23,887.474444,0.91678470373154,0.19588485360146,-0.09463178366423,0.6035349806960744,-0.10399722323125712,0.7446707998003275
24,887.4827769999999,0.9589456319809,0.330462038517,-0.01645714603364,0.6039926470542438,-0.10367096686849794,0.7429672747242203
25,887.4911099999999,1.10010576248169,0.38932353258133,-0.01745610125363,0.6035751225996989,-0.10345201103054794,0.7429942792775682
26,887.4994429999999,0.96545171737671,0.45474231243134,-0.02229719050229,0.6034269624826857,-0.10297247341700917,0.7434241625727438
27,887.5077759999999,0.94969898462296,0.40482017397881,-0.16348284482956,0.605177976647202,-0.10403079645974285,0.7413140608339898
28,887.5161089999999,0.99752074480057,0.32987287640572,-0.02263017557561,0.6046298085426796,-0.10358995320845611,0.7418593095273387
29,887.5244419999999,1.05010676383972,0.30569308996201,-0.08738297224045,0.6049166406903949,-0.10319946979989794,0.7441197609414857
30,887.532775,1.06350302696228,0.22549493610859,-0.02734319865704,0.605429046008052,-0.10262507565167449,0.7429637227739602
31,887.541108,1.04693055152893,0.1619715988636,-0.07859727740288,0.6057144184501806,-0.1024484391115153,0.7402747991133714
32,887.549441,0.98909366130829,0.203184902668,-0.05813150852919,0.6043743600650714,-0.10452493112914386,0.7430147151557766
