stride_index,timestamp,stride_length,clearance,stride_time,swing_time,stance_time,stance_ratio,fo_time,ic_time,fo_sample,ic_sample,is_outlier,turning_step
0,16.01602600000001,0.9930251682549991,,1.8499259999998685,0.6833059999999023,1.1666199999999662,0.6306306306306572,17.182645999999977,17.86595199999988,2062,2144,True,False
1,17.86595199999988,1.0728005959191893,0.039996928200000004,1.7915949999999157,0.9582949999999073,0.8333000000000084,0.465116279069794,18.699251999999888,19.657546999999795,2244,2359,True,False
2,19.657546999999795,1.1063655896255469,0.034723120100000004,1.791595000000143,0.999960000000101,0.791635000000042,0.44186046511626725,20.449181999999837,21.449141999999938,2454,2574,True,False
3,21.449141999999938,1.1384254450697278,0.039688001800000004,1.7249309999999696,0.8916309999999612,0.8333000000000084,0.4830917874396269,22.282441999999946,23.174072999999908,2674,2781,True,False
4,23.174072999999908,1.1108969416029482,0.041523391300000004,1.7332639999999628,0.8582989999999882,0.8749649999999747,0.5048076923076885,24.049037999999882,24.90733699999987,2886,2989,False,False
5,24.90733699999987,0.9769529278619604,0.0420009842,1.516606000000138,0.8083010000000286,0.7083050000001094,0.4670329670329967,25.61564199999998,26.42394300000001,3074,3171,True,True
6,26.42394300000001,1.568000069998249,0.0354105542,4.94146899999987,0.8582989999999882,4.083169999999882,0.8263069139966251,30.50711299999989,31.36541199999988,3661,3764,True,True
7,31.36541199999988,1.133248078865472,0.0371327385,1.6666000000000167,0.7499700000000757,0.916629999999941,0.5499999999999591,32.28204199999982,33.032011999999895,3874,3964,False,False
8,33.032011999999895,1.1554860189053433,0.0426751441,1.6166020000000572,0.7666360000000623,0.8499659999999949,0.5257731958762669,33.88197799999989,34.64861399999995,4066,4158,False,False
9,34.64861399999995,1.171482278494128,0.049958301100000005,1.5332719999998972,0.7083050000001094,0.8249669999997877,0.5380434782607673,35.47358099999974,36.18188599999985,4257,4342,False,False
10,36.18188599999985,1.1399470900777038,0.0453021148,1.4832739999999376,0.7583029999998416,0.724971000000096,0.48876404494390546,36.906856999999945,37.66515999999979,4429,4520,True,False
11,37.66515999999979,1.0886771418381342,,1.7999280000001363,0.6166420000001835,1.1832859999999528,0.6574074074073314,38.84844599999974,39.46508799999992,4662,4736,True,False
12,39.46508799999992,1.0755969861991046,0.042439657900000004,1.6666000000000167,0.8083010000000286,0.8582989999999882,0.5149999999999877,40.32338699999991,41.13168799999994,4839,4936,False,False
13,41.13168799999994,1.038585326561381,0.0373816213,1.8249269999998887,1.0499579999998332,0.7749690000000555,0.42465753424663166,41.906656999999996,42.95661499999983,5029,5155,True,False
14,42.95661499999983,1.1409838489317765,0.0403136596,1.5916030000000774,0.7749690000000555,0.8166340000000218,0.5130890052355909,43.77324899999985,44.548217999999906,5253,5346,False,False
15,44.548217999999906,1.2295289242874885,0.0373084121,1.7582629999999426,0.8749649999999747,0.8832979999999679,0.5023696682464437,45.431515999999874,46.30648099999985,5452,5557,False,False
16,46.30648099999985,1.120359820659759,0.031833138500000004,1.8915910000000622,0.9916270000001077,0.8999639999999545,0.47577092511009245,47.2064449999998,48.19807199999991,5665,5784,True,False
17,48.19807199999991,1.0137451567836746,0.0357312626,1.7582629999999426,0.8083010000000286,0.949961999999914,0.5402843601895422,49.148033999999825,49.956334999999854,5898,5995,False,False
