stride_index,timestamp,stride_length,clearance,stride_time,swing_time,stance_time,stance_ratio,fo_time,ic_time,fo_sample,ic_sample,is_outlier,turning_step
0,10.932896000000255,0.9192535075037712,0.0431799437,2.883217999999715,0.833299999999781,2.049917999999934,0.710982658959585,12.98281400000019,13.81611399999997,1558,1658,True,False
1,13.81611399999997,1.0000908913492015,0.0399174247,2.9332160000001295,0.6666399999999157,2.2665760000002138,0.7727272727273115,16.082690000000184,16.7493300000001,1930,2010,True,False
2,16.7493300000001,1.1271819211265048,0.0386841923,2.7498900000000503,0.6666399999999157,2.0832500000001346,0.7575757575757927,18.832580000000235,19.49922000000015,2260,2340,True,False
3,19.49922000000015,0.9675043045272652,0.0324094417,2.866551999999956,0.5916429999999764,2.2749089999999796,0.7936046511627958,21.77412900000013,22.365772000000106,2613,2684,True,False
4,22.365772000000106,1.1041256450539771,0.0409162656,2.6748929999998836,0.6583069999999225,2.016585999999961,0.753894080996903,24.382358000000067,25.04066499999999,2926,3005,True,False
5,25.04066499999999,1.0853445697586932,0.0486171112,2.9665480000001025,0.8832979999999679,2.0832500000001346,0.7022471910112571,27.123915000000125,28.007213000000093,3255,3361,True,False
6,28.007213000000093,1.120036708372917,0.0508160553,2.79988800000001,0.7249709999998686,2.0749170000001413,0.7410714285714765,30.082130000000234,30.807101000000102,3610,3697,True,False
7,30.807101000000102,1.0212780950635336,0.0610279524,2.966547999999875,0.5833099999999831,2.383237999999892,0.8033707865168513,33.190338999999994,33.77364899999998,3983,4053,True,False
8,33.77364899999998,1.0670099870670995,0.0604232342,2.949882000000116,0.6583069999999225,2.2915750000001935,0.7768361581921255,36.06522400000017,36.723531000000094,4328,4407,True,False
9,36.723531000000094,1.1098037061292312,0.0575368135,2.8582189999999628,0.674972999999909,2.1832460000000538,0.7638483965014865,38.90677700000015,39.581750000000056,4669,4750,True,False
10,39.581750000000056,0.9965721242898755,0.0366035699,2.708225000000084,0.6749730000001364,2.0332519999999477,0.7507692307691881,41.615002000000004,42.28997500000014,4994,5075,True,False
11,42.28997500000014,1.0682266919843721,0.0741170315,5.458114999999907,0.6999719999998888,4.758143000000018,0.8717557251908579,47.04811800000016,47.74809000000005,5646,5730,True,True
12,47.74809000000005,1.0676965396206894,0.0680800238,2.741557000000057,0.7416369999998551,1.999920000000202,0.7294832826748305,49.74801000000025,50.489647000000105,5970,6059,True,False
13,50.489647000000105,1.1270878473045902,0.052270737000000005,2.766556000000037,0.674972999999909,2.091583000000128,0.7560240963855783,52.58123000000023,53.25620300000014,6310,6391,True,False
14,53.25620300000014,1.1160170446505375,0.0687431567,2.8415529999999762,0.6666400000001431,2.174912999999833,0.7653958944281002,55.431115999999975,56.09775600000012,6652,6732,True,False
15,56.09775600000012,0.9749661760815599,0.0382957741,2.808221000000003,0.6583070000001499,2.1499139999998533,0.7655786350147837,58.24766999999997,58.90597700000012,6990,7069,True,False
16,58.90597700000012,1.0626102969687086,0.0593374549,2.724890999999843,0.7249709999998686,1.9999199999999746,0.7339449541284733,60.905897000000095,61.630867999999964,7309,7396,True,False
17,61.630867999999964,1.1574027824740392,0.0552056733,2.7915550000000167,0.7666359999998349,2.0249190000001818,0.725373134328419,63.655787000000146,64.42242299999998,7639,7731,True,False
18,64.42242299999998,1.164157734637714,0.0720699917,2.616562000000158,0.7083049999998821,1.908257000000276,0.7292993630573863,66.33068000000026,67.03898500000014,7960,8045,True,False
19,67.03898500000014,1.140227633565116,0.0770885451,2.9415490000001228,0.6749730000001364,2.2665759999999864,0.7705382436260255,69.30556100000013,69.98053400000026,8317,8398,True,False
20,69.98053400000026,1.1118144081595291,0.059990243400000004,2.7665559999998095,0.6499739999999292,2.1165819999998803,0.7650602409638648,72.09711600000014,72.74709000000007,8652,8730,True,False
21,72.74709000000007,1.0929475630294705,0.049897685000000004,2.8248869999999897,0.7333040000000892,2.0915829999999005,0.7404129793509999,74.83867299999997,75.57197700000006,8981,9069,True,False
22,75.57197700000006,1.0879929563737405,0.0642943812,2.6332279999999173,0.6916389999998955,1.9415890000000218,0.7373417721519302,77.51356600000008,78.20520499999998,9302,9385,True,False
