9.6711,-0.7723,1.3882,3.4876,0.6946,0.2415
9.9410,-0.9627,0.8541,1.5505,1.2764,-0.0630
9.7823,-2.3242,0.0090,0.2970,1.4604,-0.0424
10.0873,-3.5239,-1.2852,-0.3269,1.4457,0.3946
9.4625,-2.7472,-1.7284,0.2468,1.0877,0.9388
9.9164,-1.5118,-2.1021,1.4047,0.4305,0.7878
9.7453,-0.3961,-2.5307,1.9305,-0.1017,0.5107
9.6478,0.0722,-1.9086,1.8768,-0.4479,0.6747
9.5300,0.5759,-1.3354,1.9173,-0.5690,0.5268
9.7920,0.8480,-1.0016,1.8922,-0.3679,0.4438
13.5219,6.7752,-3.2571,0.8269,-0.0639,-1.0932
13.1611,-1.5811,2.5747,0.0380,0.4415,0.0262
9.4760,-2.6281,2.4441,0.3007,0.3004,-0.0749
9.6537,-0.5985,4.5847,0.0235,-0.1915,-0.0824
10.0704,-0.2414,0.8662,0.2921,-0.3736,-0.0245
9.9174,-0.9238,0.9422,0.2360,-0.0585,-0.0294
9.8345,-0.5946,1.9697,0.2463,-0.0112,-0.0603
9.8348,-0.5450,1.8315,0.2512,-0.0612,0.0480
9.9573,-0.5615,1.7209,0.2198,-0.0565,0.0761
9.8025,-0.9565,1.8921,0.0379,-0.1088,0.0699
9.8104,-0.7931,1.7095,-0.0444,-0.1727,0.0243
9.7978,-0.7943,1.4897,-0.0723,-0.1588,-0.0120
9.7781,-0.6134,1.3651,-0.0960,-0.1359,-0.0022
9.9246,-0.6670,1.2956,-0.1913,-0.0346,-0.0150
9.8753,-0.6758,1.7984,-0.2724,-0.0880,0.0095
9.8602,-0.8994,1.4751,-0.2707,-0.1571,0.0279
9.8275,-0.7412,0.8960,-0.2183,-0.0716,-0.0130
9.7415,-0.6294,0.9463,-0.0893,0.0390,-0.0299
9.8064,-0.7779,1.3501,-0.0548,0.0659,-0.0402
9.9246,-0.5454,1.4166,-0.0705,0.0524,-0.0247
9.8841,-0.6221,1.2867,-0.0450,0.0604,0.0053
9.8270,-0.7607,1.3462,-0.0256,0.0857,-0.0010
9.8636,-0.7130,1.4527,-0.0398,0.0886,-0.0171
9.8186,-0.6586,1.4932,-0.0524,0.0738,-0.0068
9.8231,-0.6964,1.6036,-0.0487,0.0460,-0.0111
9.8430,-0.5737,1.5265,-0.0336,0.0179,0.0007
9.8186,-0.6836,1.4854,-0.0068,0.0046,0.0032
9.8103,-0.6958,1.4854,-0.0157,0.0114,0.0000
9.8064,-0.6553,1.5298,-0.0075,0.0032,-0.0071
9.8192,-0.6020,1.4932,-0.0047,-0.0079,-0.0015
9.8179,-0.6836,1.5137,0.0057,-0.0132,0.0000
9.8308,-0.6463,1.4572,0.0000,-0.0114,-0.0021
9.8765,-0.6135,1.4443,0.0007,0.0011,0.0025
9.8270,-0.6470,1.5092,0.0000,0.0025,0.0004
9.8437,-0.6508,1.5130,-0.0022,-0.0063,0.0004
9.8598,-0.6149,1.5022,0.0000,-0.0114,-0.0011
9.8430,-0.6135,1.4489,0.0014,-0.0060,0.0032
9.8224,-0.6554,1.4893,0.0004,-0.0074,0.0011
9.8598,-0.5951,1.4893,0.0000,-0.0178,0.0014
9.8140,-0.6066,1.4412,0.0110,-0.0250,0.0057
9.8468,-0.5936,1.3710,0.0065,0.0024,0.0071
9.8438,-0.5982,1.4313,-0.0011,0.0181,0.0047
9.8232,-0.6226,1.5137,0.0029,0.0086,0.0025
9.8025,-0.6104,1.4733,0.0121,-0.0059,0.0011
9.8720,-0.5898,1.4733,0.0132,-0.0093,0.0007
9.8598,-0.5906,1.4527,0.0046,-0.0042,0.0029
9.8758,-0.5615,1.4489,0.0043,0.0025,0.0107
9.8270,-0.5982,1.4451,0.0007,0.0039,0.0104
9.8522,-0.5860,1.4085,0.0007,0.0106,0.0071
9.8345,-0.5456,1.4649,0.0039,0.0171,0.0104
9.8467,-0.5906,1.4817,0.0033,0.0167,0.0064
9.8551,-0.5860,1.4809,-0.0011,0.0214,0.0042
9.8560,-0.5615,1.4893,-0.0007,0.0266,0.0039
9.8101,-0.5944,1.5137,-0.0051,0.0203,0.0000
9.8429,-0.5869,1.5081,-0.0032,0.0145,0.0000
9.8561,-0.5775,1.5334,-0.0047,0.0131,0.0004
9.8354,-0.5982,1.5466,-0.0074,0.0057,-0.0057
9.8467,-0.5578,1.5785,-0.0089,-0.0063,-0.0043
9.8476,-0.5653,1.5982,-0.0081,-0.0294,-0.0035
9.8392,-0.5531,1.5259,-0.0079,-0.0530,-0.0118
9.7866,-0.5446,1.4133,-0.0034,-0.0532,-0.0146
9.8344,-0.5493,1.3577,-0.0042,-0.0329,-0.0221
9.8439,-0.5371,1.4161,-0.0061,-0.0072,-0.0223
9.8307,-0.5408,1.4527,-0.0110,-0.0030,-0.0242
9.8365,-0.5493,1.4649,-0.0128,-0.0113,-0.0287
9.8562,-0.5334,1.4283,-0.0157,-0.0140,-0.0331
9.9002,-0.5249,1.4490,-0.0154,-0.0140,-0.0327
9.8710,-0.5371,1.5100,-0.0229,-0.0262,-0.0374
9.8976,-0.5249,1.4538,-0.0209,-0.0471,-0.0374
9.8880,-0.5127,1.4453,-0.0235,-0.0583,-0.0366
9.9076,-0.5164,1.3965,-0.0358,-0.0661,-0.0358
9.8440,-0.5090,1.3099,-0.0399,-0.0694,-0.0265
9.8318,-0.5079,1.1841,-0.0168,-0.0575,-0.0232
9.8417,-0.5164,1.2097,-0.0240,-0.0268,-0.0303
9.9124,-0.5079,1.2184,-0.0250,0.0034,-0.0287
9.9515,-0.5164,1.3368,-0.0291,0.0103,-0.0344
10.1249,-0.5249,1.6823,-0.1527,0.0020,-0.0229
10.3409,-0.5005,1.9520,-0.4249,-0.0531,0.0278
10.3226,-0.8960,2.1705,-0.8840,-0.1406,0.0863
10.0528,-1.0291,2.0020,-1.3609,-0.2475,0.1523
9.9649,-1.1561,1.8580,-1.5577,-0.3760,0.1746
10.0589,-0.9205,1.3600,-1.1516,-0.5718,0.0520
10.0406,-0.3260,0.6324,-0.5922,-0.7348,-0.0908
9.7320,-0.2175,0.0074,-0.1472,-0.7535,-0.1846
8.9776,-0.3879,0.6742,0.2528,-0.5147,-0.0823
8.4693,-0.3397,1.0415,0.9264,-0.0438,0.0101
8.9672,-0.0690,-0.0607,0.9148,0.4993,0.1381
9.5594,-0.6773,-0.3237,0.9001,0.8589,0.1505
10.3568,-1.7815,0.2046,1.1075,1.0335,0.2275
10.5341,-1.5381,-0.8184,1.0946,0.8789,0.1188
9.7872,-1.7750,-1.5377,0.8983,0.4003,0.1596
11.4885,-1.8321,-2.4693,0.4500,-0.2483,0.0182
10.5375,-0.4209,5.6259,-0.3563,-0.0962,0.0918
9.8089,-0.2367,0.5072,0.0740,-0.3424,-0.0154
9.9138,-0.0897,0.5222,0.2071,-0.2982,0.1606
9.6130,-1.3425,0.0244,0.3071,-0.1412,0.1428
9.9090,-2.1541,0.3382,0.2864,0.1255,-0.0528
10.4431,-0.4688,1.3304,0.2172,0.3159,-0.1665
10.3052,-0.1997,2.2814,0.2495,0.1955,0.0300
10.0165,-0.6283,1.6423,0.1849,-0.0224,0.0515
9.9052,-0.6729,0.9019,0.1656,0.0288,0.0178
9.9419,-0.5249,1.1374,0.2385,0.1147,0.0281
9.9038,-0.6398,1.6766,0.1862,0.0905,0.0624
9.8651,-0.8250,1.8820,0.0382,-0.0598,0.0688
9.8168,-0.8179,1.6895,-0.0024,-0.2309,0.0324
9.8168,-0.7879,1.1938,-0.0562,-0.2678,-0.0048
9.8636,-0.6678,0.9227,-0.1020,-0.2322,-0.0159
9.8376,-0.6679,1.0798,-0.1322,-0.2347,-0.0333
9.8809,-0.6557,1.0549,-0.1545,-0.2996,-0.0519
9.9770,-0.6525,0.9049,-0.2016,-0.3472,-0.0640
10.1042,-0.7383,0.8037,-0.2326,-0.3692,-0.0936
10.0971,-0.7328,0.4694,-0.3754,-0.3352,-0.1863
10.1752,-1.1764,0.8911,-0.4754,-0.3561,-0.3354
10.4100,-1.0062,0.6961,-0.5512,-0.4114,-0.4834
10.5792,-0.8014,0.6733,-0.7695,-0.4106,-0.5062
10.6857,0.1425,0.7381,-0.8849,-0.5091,-0.3862
10.6347,0.3298,0.4811,-0.9677,-0.6190,-0.1099
10.7877,-0.1470,0.4152,-1.3173,-0.7296,0.1597
10.6275,-0.9069,0.5545,-1.6001,-0.9011,0.1591
10.6446,-1.3370,0.4762,-1.6216,-0.9963,0.0137
10.0557,-0.4447,1.1426,-1.4672,-1.0136,-0.1306
8.1377,0.1040,3.0293,-1.1407,-0.2390,0.0371
8.2542,-3.9463,6.6128,1.3586,0.9382,0.5413
10.9312,-2.6682,4.1607,2.9435,1.9328,0.7152
11.7313,-1.9967,1.3166,2.4482,2.1966,0.3084
