,timestamp,GyrX,GyrY,GyrZ,AccY,AccX,AccZ
0,1020119138,0.0,0.0,0.0,0.0,0.0,0.0
1,1020127471,65.73987709772607,-22.810722625494083,-11.171280400907722,0.5908781168412193,0.1793414840892867,0.7363727627968305
2,1020135804,72.95600868701906,-23.013251467180343,-7.593300746539199,0.5905693891097091,0.17883275236402243,0.7415052822657989
3,1020144137,72.14149467687635,-24.108069710898246,-3.423882847631109,0.5904532938587418,0.17871086694756325,0.7375040832830938
4,1020152470,76.16121270489693,-28.276018264836015,-10.556360811379468,0.5922408006629163,0.17864155526063877,0.7391646443581091
5,1020160803,71.25213542704594,-33.733978278386836,-10.305403349840464,0.592948076676349,0.1792750553208959,0.7343597801364193
6,1020169136,75.93667698583617,-26.80256151890161,-10.129293689310796,0.5933246807176235,0.18153550673504285,0.7401885791700714
7,1020177469,76.81135815389155,-26.84365195164101,-13.848160559838725,0.592589670298051,0.17689348483572243,0.7394734207464724
8,1020185802,71.81275072438737,-24.144758085143295,-10.240829010790723,0.5931122935548122,0.17891230631847754,0.7403520661957408
9,1020194135,70.81332293672571,-19.92104101669168,-9.487956626173714,0.5911948729534541,0.17887869659735203,0.7405592957321478
10,1020202468,74.8932286132333,-22.888504847574065,-12.544942070969892,0.5913992317355408,0.18106180794385,0.7394178546204857
11,1020210801,68.73522347831702,-20.41121825548422,-11.629168762627339,0.590911690069705,0.17919915063040612,0.7393339215492715
12,1020219134,63.983172305631385,-15.350971761774833,-9.769733619815321,0.5924838416430418,0.17869629422012653,0.7380041784169724
13,1020227467,66.81121997287245,-20.720876945060528,-13.459249449437658,0.5899613730761469,0.17782475267137754,0.7418176106044224
14,1020235800,65.96000734319693,-17.041632016074416,-14.489496769201924,0.5914802453955826,0.1794954830286459,0.7400535564033357
15,1020244133,66.72022133002282,-22.405664942121557,-12.599242948061185,0.5917868322255663,0.17847292277277754,0.7358166149684356
16,1020252466,66.12731971693012,-18.695605603677286,-7.7767494479566635,0.5924276429779674,0.17975459293443366,0.735985940816451
17,1020260799,61.83462625093441,-19.614314186864945,-0.9568673696215301,0.5922393409573307,0.17967430912718468,0.7380026213976806
18,1020269132,64.04333946354404,-23.939295676159695,-8.042382429948464,0.5906788670286837,0.18098590325336017,0.7372931558258683
19,1020277465,69.12412775852702,-20.55357140151841,-5.619394580514631,0.5925991583843622,0.17647012155883163,0.7400761818399234
20,1020285798,74.00533102440826,-23.978922740345958,-7.113399957914844,0.5927641051156184,0.18028813965466528,0.7398521170324204
21,1020294131,68.18046848537922,-24.511655487978228,-8.955222170993677,0.5933794196771112,0.17925676034421326,0.7392666777785939
22,1020302464,69.57761150043007,-15.35684231146562,-8.90385656874749,0.590762070247105,0.17828022947116734,0.7381974920934561
23,1020310797,67.8796190354349,-31.583963732492847,-13.88338215043568,0.5889066871331663,0.17934075423649387,0.7386952516983969
24,1020319130,72.41299479346283,-33.26728494590521,-9.561335935986039,0.589709573862504,0.17938304920585815,0.7379280790990714
25,1020327463,81.04828993556505,-36.81738290433903,-1.3795327533613455,0.5915087096545163,0.17908388254593877,0.7376289854244306
26,1020335796,78.49320404591583,-36.59723899848487,-1.1094965389363922,0.5917671262001499,0.17918386021438876,0.7382085371990592
27,1020344129,73.48874314219968,-42.75671262459758,-1.3765975852376875,0.5907576911303458,0.18013553959982756,0.7369755725471335
28,1020352462,71.11711619925511,-31.899491264212177,0.8695459311804575,0.5928268724558305,0.1800115132818418,0.7382704773727724
29,1020360795,66.50155957574837,-29.06411138627552,0.5466765838087856,0.5923802025464112,0.18217342240469794,0.7385952618657325
30,1020369128,73.77785149276241,-30.000431618535544,-3.186133696009291,0.5909131497752907,0.17958894067881018,0.7370779465655887
31,1020377461,68.70733580596458,-32.43222571939221,0.25902930728116025,0.5903883369601499,0.1816916952327806,0.7380967724079989
32,1020385794,66.46486095621557,-30.835490845048536,7.161096039716846,0.5914474020198898,0.18250478773700918,0.7394514278489713
33,1020394127,63.63682011916616,-26.501705238765663,5.036027914913027,0.5920357120280367,0.17988961570116938,0.7402644838605611
34,1020402460,73.26713757534016,-25.932280701792234,5.030157792109183,0.5888293227370908,0.1785269318794714,0.7364267719035245
35,1020410793,77.11662673780901,-22.885571280276725,11.673930423358117,0.5903759294626663,0.1824880011227663,0.7400747221343367
36,1020419126,81.36527229809755,-28.90120790122776,11.8984687037411,0.5891650550219479,0.1805282733878306,0.7390587183893939
37,1020427459,74.3927736436129,-24.57622982702854,9.934838134109688,0.5928363605421418,0.18188077576306427,0.7403331873368244
38,1020435792,74.98861223909847,-26.80109473525294,12.092191720890897,0.5926268927905021,0.17801604708846733,0.7401901361893632
39,1020444125,76.9214266917228,-23.573866764521775,6.085353667397752,0.5960201243964989,0.18046622373619897,0.7406440559698612
40,1020452458,74.71490597062095,-21.038607213574796,12.81644645642636,0.5925721538310152,0.1806458161801704,0.7401135016460806
41,1020460791,71.14352855021949,-21.488423142581993,5.913646065361859,0.5914452124615102,0.1821960478412857,0.7383018610428785
42,1020469124,65.59751541395188,-12.991089333307935,11.723825826859528,0.5941048933535203,0.18026109860867856,0.7375974071269132
43,1020477457,60.883624521803846,-0.388910816916511,15.466176603698946,0.5942173393405215,0.18086545321406122,0.7357398831114479
44,1020485790,53.15090505030167,3.665301092809597,17.19352864733911,0.5921488392109775,0.1801129384916653,0.7356150782838162
45,1020494123,42.182150075984104,11.575601277360093,12.313797287750424,0.5924721639983509,0.1812245772809398,0.7355297828207213
46,1020502456,53.86267931821318,12.925781602433572,12.698305485883258,0.5927079064505438,0.17871524606432243,0.738074876824204
47,1020510789,48.62486150296933,7.203657098087391,15.160918265068648,0.5929925976967326,0.17837292077589997,0.738160999453798
48,1020519122,46.71699432520847,3.465709233516208,10.962149325254392,0.5926954989530602,0.1780853709396051,0.7359159722620122
49,1020527455,45.281694444716116,5.015482271656385,7.221267039611985,0.592161976561254,0.17993268918017957,0.7390448511863245
50,1020535788,46.40293186959004,3.157515620040804,6.982049823680672,0.5919328027841999,0.1779072625296459,0.7361297218167051
51,1020544121,40.40343157632329,3.4877229410829185,8.33223100252746,0.5928363605421418,0.17714382434377857,0.7383953795141102
52,1020552454,35.900877057945735,0.6039124689409912,12.117140703302715,0.5918817130886775,0.18168511439342855,0.7386208553703458
53,1020560787,37.739759300422534,7.980009973919208,10.241563256388655,0.5928582561259367,0.18130778049936122,0.7387653175665407
54,1020569120,24.986420399397815,11.816285276940649,8.749027223959335,0.5925181447243203,0.17946263965295306,0.736369843385657
55,1020577453,23.90187476386448,6.092692281398033,4.178957542155546,0.590484726185701,0.17812183925083672,0.7382032336020958
56,1020585786,24.855804937648518,5.881358895836702,0.4586212732959983,0.5913357345425357,0.18009543418884286,0.7389834462379917
