sep=,
DeviceTag:,LF-3
FirmwareVersion:,2.1.0
AppVersion:,2022.0.0
StartTime: ,2022-08-02_15:56:07_000 CEST
© Xsens Technologies B. V. 2005-2022

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0,1106307357,13.66900348663330,-38.19248580932617,33.74220657348633,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000
1,1106315690,13.66811752319336,-38.19154357910156,33.74312210083008,5.84754228591919,1.74135959148407,7.20244789123535,0.85271066427231,-0.12737958133221,-0.10230325162411
2,1106324023,13.66647243499756,-38.19075012207031,33.74269104003906,5.84585380554199,1.73060894012451,7.23037242889404,0.74801242351532,-0.18343631923199,-0.13287383317947
3,1106332356,13.66509723663330,-38.18965530395508,33.74362945556641,5.84741353988647,1.74155986309052,7.20912885665894,0.88132184743881,-0.11587880551815,-0.01554784364998
4,1106340689,13.66389179229736,-38.18943405151367,33.74424743652344,5.82584047317505,1.74731791019440,7.19184732437134,0.86067670583725,-0.19715276360512,-0.02095244266093
5,1106349022,13.66219043731689,-38.18804550170898,33.74519348144531,5.83567571640015,1.76469933986664,7.22218990325928,0.84236246347427,-0.08301573246717,-0.02397492341697
6,1106357355,13.66156959533691,-38.18705749511719,33.74628829956055,5.83315038681030,1.72746181488037,7.19165515899658,0.91641318798065,-0.11265140771866,-0.06580296903849
7,1106365688,13.66060352325439,-38.18584442138672,33.74719619750977,5.81760740280151,1.75245368480682,7.21143198013306,0.89546084403992,-0.07981395721436,-0.04431262239814
8,1106374021,13.65854549407959,-38.18506622314453,33.74894332885742,5.83288574218750,1.74208915233612,7.21713972091675,0.86098414659500,-0.13603721559048,0.06768562644720
9,1106382354,13.65657997131348,-38.18375396728516,33.75008392333984,5.83509635925293,1.73733258247375,7.20607423782349,0.82730144262314,-0.08593576401472,-0.00251019513234
10,1106390687,13.65511703491211,-38.18271255493164,33.75078582763672,5.84182691574097,1.73292636871338,7.19856405258179,0.83931440114975,-0.09974182397127,-0.03872872143984
11,1106399020,13.65416717529297,-38.18127059936523,33.75102996826172,5.83584022521973,1.75746786594391,7.22975015640259,0.88216704130173,-0.09198071062565,-0.08862524479628
12,1106407353,13.65311813354492,-38.18004226684570,33.75128173828125,5.82551860809326,1.74706757068634,7.22310543060303,0.87545621395111,-0.08122275024652,-0.05740150436759
13,1106415686,13.65313529968262,-38.17871093750000,33.75268173217773,5.84292125701904,1.74059450626373,7.20564603805542,1.03774785995483,-0.06108994781971,-0.01898014731705
14,1106424019,13.65239620208740,-38.17795562744141,33.75329208374023,5.85338592529297,1.73770451545715,7.21501541137695,0.93508607149124,-0.16259916126728,-0.03391325101256
15,1106432352,13.65127086639404,-38.17718887329102,33.75442123413086,5.83768558502197,1.75030088424683,7.20182657241821,0.92660772800446,-0.15073977410793,0.01123184058815
16,1106440685,13.65052986145020,-38.17665100097656,33.75622177124023,5.82684183120728,1.73047280311584,7.21304750442505,1.00508975982666,-0.13437227904797,0.07467830181122
