sep=,
DeviceTag:,RF-3
FirmwareVersion:,2.1.0
AppVersion:,2022.0.0
StartTime: ,2022-08-02_15:56:07_000 CEST
© Xsens Technologies B. V. 2005-2022

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0,1106299024,-10.54470825195312,-29.60415077209473,92.01704406738281,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000
1,1106307357,-10.53964328765869,-29.60344314575195,92.02018737792969,4.94433212280273,-1.61324441432953,8.61910343170166,1.52070426940918,-1.85695517063141,-0.40419265627861
2,1106315690,-10.53508758544922,-29.60481262207031,92.02153778076172,4.91966152191162,-1.62957203388214,8.65948677062988,1.33584642410278,-1.97949337959290,-0.61028474569321
3,1106324023,-10.53250789642334,-29.60572433471680,92.02423858642578,4.93004894256592,-1.62612247467041,8.62279796600342,1.17734539508820,-1.95142054557800,-0.46174779534340
4,1106332356,-10.52968120574951,-29.60583686828613,92.02672576904297,4.94052791595459,-1.63971400260925,8.65426445007324,1.21056711673737,-1.93794751167297,-0.49727481603622
5,1106340689,-10.52627563476562,-29.60647583007812,92.02938842773438,4.91434288024902,-1.59788298606873,8.62474346160889,1.27485883235931,-1.91824984550476,-0.45990359783173
6,1106349022,-10.52410316467285,-29.60591316223145,92.03303527832031,4.93814229965210,-1.61378145217896,8.61607646942139,1.20564937591553,-1.87995684146881,-0.35460346937180
7,1106357355,-10.52407264709473,-29.60811614990234,92.03675842285156,4.91567564010620,-1.57428729534149,8.63511848449707,0.94976311922073,-2.20915079116821,-0.41274780035019
8,1106365688,-10.52323150634766,-29.61134338378906,92.03997802734375,4.93442392349243,-1.64361834526062,8.62047290802002,1.00122213363647,-2.23294663429260,-0.45862293243408
9,1106374021,-10.52317237854004,-29.61455726623535,92.04292297363281,4.93362188339233,-1.60943591594696,8.64922237396240,0.88908284902573,-2.22792625427246,-0.48759257793427
10,1106382354,-10.52404117584229,-29.61633491516113,92.04728698730469,4.93195343017578,-1.63920521736145,8.62810325622559,0.87765902280807,-2.16960263252258,-0.33731389045715
11,1106390687,-10.52554035186768,-29.61858940124512,92.05118560791016,4.92732381820679,-1.60919356346130,8.64665699005127,0.76016646623611,-2.13161659240723,-0.36840948462486
12,1106399020,-10.52638721466064,-29.62009239196777,92.05400085449219,4.94502019882202,-1.64037680625916,8.64051628112793,0.78877753019333,-2.10776996612549,-0.49271544814110
13,1106407353,-10.52763462066650,-29.62137985229492,92.05801391601562,4.94265127182007,-1.63000857830048,8.64153003692627,0.81057524681091,-2.10620737075806,-0.36049470305443
14,1106415686,-10.52916049957275,-29.62368774414062,92.06159210205078,4.92821979522705,-1.62478280067444,8.61151218414307,0.73870170116425,-2.13156533241272,-0.40019679069519
15,1106424019,-10.53044986724854,-29.62641716003418,92.06502532958984,4.93386888504028,-1.59675621986389,8.64734172821045,0.75814282894135,-2.17813205718994,-0.42716857790947
16,1106432352,-10.53476810455322,-29.62964820861816,92.06970977783203,4.94609642028809,-1.60998857021332,8.64858913421631,0.48606854677200,-2.34831309318542,-0.33475247025490
17,1106440685,-10.53889179229736,-29.63379669189453,92.07370758056641,4.93842554092407,-1.63681554794312,8.63743877410889,0.45041352510452,-2.35697078704834,-0.39848065376282
