,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
415,11.1157,1.8582,-1.3376,-0.2007,-0.7382,-0.7136
416,13.731,-0.4084,-0.3288,-0.4959,-0.5096,-0.9384
417,14.2887,-0.0062,1.973,-2.1552,-0.7833,-0.9896
418,12.3782,-1.2043,0.7602,-3.6347,-0.9953,-0.4934
419,10.4351,0.1819,1.65,-4.4779,-0.8935,0.2279
420,9.931,-6.6015,4.6812,-0.0766,0.0953,1.6788
421,7.5951,4.8724,5.065,1.1273,1.6119,1.248
422,9.3998,-0.5293,3.6459,0.9052,1.8429,1.2455
423,9.7178,0.104,1.3958,2.4845,1.963,1.1283
424,10.535,2.3422,0.3989,2.5443,1.4372,0.6894
425,10.7645,0.8276,0.4159,1.6147,0.8746,0.4101
426,10.5067,1.4027,0.3793,0.2983,0.6001,0.3581
427,9.8883,-0.2758,0.3662,-0.3051,0.6675,0.5643
428,9.531,-0.5119,0.0483,-0.1728,0.8895,0.832
429,8.8344,0.346,-1.054,0.0951,1.0873,1.051
430,8.2691,1.3347,-2.3496,0.101,0.9999,1.0364
431,9.6697,-1.4107,-6.3797,0.3658,0.496,1.0607
432,8.1101,4.6929,-7.8361,-0.0064,-0.6756,0.2982
433,21.8203,15.0328,1.3597,1.468,-2.4073,-1.5909
434,9.4877,7.6349,-4.0016,0.6558,-1.7235,-0.3987
435,11.9273,-2.4117,-0.5249,-0.6539,-0.9348,-0.1498
436,10.4521,0.5254,0.4394,0.2396,-0.2749,-0.3573
437,9.9992,1.8502,0.0259,0.0254,-0.217,-0.0981
438,10.0283,0.4046,0.0619,-0.1403,-0.2032,-0.0298
439,9.5636,-0.0777,0.5816,-0.0006,-0.2891,-0.12
440,9.4974,0.2956,0.5999,-0.0175,-0.5322,-0.2609
441,9.629,-0.0506,0.0829,0.1315,-0.7414,-0.4433
442,9.881,1.0742,-0.4142,0.1998,-0.8109,-0.5442
443,10.0711,1.4569,-0.6661,0.0898,-0.8076,-0.5657
444,10.0791,1.6218,-1.2292,0.0312,-0.7187,-0.5922
445,10.2742,1.5557,-1.4831,-0.1034,-0.5704,-0.6183
446,10.9494,1.4494,-1.3133,-0.1983,-0.4562,-0.6941
447,12.8142,1.3436,-0.8797,-0.5651,-0.1106,-0.8064
448,14.1927,1.4864,1.9533,-1.7697,-0.3054,-0.7932
449,12.0548,-0.6959,1.0183,-2.921,-0.583,-0.3092
450,9.8534,1.3073,0.4584,-4.1637,-0.6852,0.0226
451,9.1388,-5.8379,2.7793,-1.6998,-0.3487,1.0018
452,7.2171,1.7852,4.6903,0.2298,0.9279,0.9852
453,8.7522,1.8679,3.536,0.6003,1.533,1.0212
454,10.0234,1.707,1.8439,0.9516,1.6397,0.9172
455,10.3471,2.2002,0.2778,1.1004,1.1916,0.6952
456,10.2195,1.9607,-0.0995,0.4172,0.6157,0.425
457,9.8082,1.973,0.1868,-0.7163,0.203,0.3375
458,9.4467,0.7231,0.6902,-1.4191,0.1021,0.4954
459,8.918,0.2743,0.6818,-1.4276,0.2475,0.7373
460,9.0091,0.6628,-0.0327,-1.1274,0.4345,0.8927
461,9.1536,1.1473,-1.2899,-0.5322,0.4979,0.8529
462,8.5378,1.5478,-2.198,0.103,0.2747,0.6963
463,10.5335,-5.7344,-1.5906,1.0521,-0.0074,0.9044
464,8.9338,4.6804,-1.9782,0.4503,-0.3854,0.1287
465,16.8946,17.7994,0.6001,1.4186,-1.2012,-1.1881
466,10.1231,3.2869,-0.3685,0.7593,-1.255,-0.2034
467,10.2291,-1.7228,-1.3335,-0.5181,-0.8422,-0.1113
468,10.6042,0.1473,0.5685,0.3648,-0.2761,-0.4214
469,10.515,1.8462,0.3621,-0.1889,-0.2523,-0.1826
470,10.1533,0.273,-0.1873,-0.2047,-0.1481,-0.1563
471,10.0121,0.1149,0.3002,-0.1507,-0.0977,-0.1909
472,9.7619,0.0885,0.3906,-0.1568,-0.221,-0.2809
473,9.7181,0.2819,0.4201,-0.0567,-0.3679,-0.4273
474,9.6001,0.7518,0.0213,0.0185,-0.4967,-0.4917
475,10.1382,1.0081,-0.0448,-0.0405,-0.5433,-0.5704
476,10.0925,1.4262,-0.5798,-0.176,-0.4778,-0.6472
477,10.1433,1.5961,-0.7457,-0.2423,-0.3744,-0.6985
478,10.3902,1.7446,-0.7171,-0.37,-0.2631,-0.7531
479,11.6587,2.4006,-0.8711,-0.6001,0.0677,-0.7664
480,12.8541,0.7392,1.5345,-3.6704,0.5128,-0.53
481,11.7525,1.573,-2.1173,-7.5679,0.2948,-0.009
482,8.9074,1.6304,-4.8731,-6.9118,-0.2859,0.3171
483,8.7795,0.1661,-0.761,-3.5579,-0.7391,0.0619
484,7.7948,2.8623,0.9814,-0.1699,-0.3097,-0.0814
485,8.0744,3.8024,1.3624,0.1184,-0.0033,-0.0385
486,9.4962,3.6778,0.4931,-2.3685,-0.2646,-0.2905
487,9.9745,0.1704,-0.1385,-3.5567,-0.7259,-0.4212
488,9.5457,-0.9394,0.8566,-3.4168,-1.0605,-0.3381
489,8.7045,-1.1374,1.9382,-3.0793,-0.8809,-0.0183
490,8.7829,-0.6081,2.1147,-3.0019,-0.4898,0.2308
491,9.2924,0.8664,4.175,-2.4316,-0.1099,0.3571
492,9.7638,-0.3597,3.5573,-1.7211,0.0155,0.2871
493,9.1688,0.9098,4.0705,-0.7547,0.0343,0.2035
494,9.3607,1.789,5.9042,-0.4695,0.0519,0.0668
495,11.346,2.0949,2.2908,-0.0,-0.5251,-0.273
496,9.7958,0.3607,0.0923,0.1758,-0.5944,-0.1422
497,9.9237,1.6981,-0.7411,-0.121,-0.3359,-0.069
498,10.4196,2.3306,0.6969,0.1098,-0.1024,0.1001
499,9.4264,1.1587,0.5926,-0.2103,-0.2034,0.2455
500,10.0422,-0.4883,1.1819,-0.0996,-0.4177,0.05
501,10.4272,0.2751,0.3422,0.0561,-0.5906,-0.1914
502,10.5615,1.4758,-0.7169,0.0623,-0.3389,-0.271
503,10.4873,1.5659,-0.8579,-0.0914,-0.0495,-0.1943
504,10.0447,1.2298,-0.2387,-0.1401,0.1405,-0.1907
505,9.785,0.9164,0.1664,-0.107,0.1313,-0.2615
506,9.553,1.1975,0.3117,-0.0777,0.0352,-0.3265
507,9.8777,1.0475,0.433,0.0223,-0.1144,-0.4083
508,10.492,1.7556,0.0214,-0.0031,-0.1555,-0.4585
509,10.5521,2.9458,-0.5655,-0.18,0.1359,-0.3984
510,11.7127,1.8177,-0.0941,-0.5368,0.4483,-0.3281
511,11.6935,2.2531,1.4858,-2.8534,0.5099,-0.2505
512,10.7868,1.1755,-2.1543,-6.9224,-0.4024,0.085
513,10.0641,0.0383,-2.8542,-5.1165,-1.1944,-0.192
514,8.1563,0.8801,2.3571,-0.5956,-0.9096,-0.2108
515,6.7106,4.3293,5.1811,1.098,0.1632,-0.0072
516,9.0412,4.2369,4.2705,-0.6258,0.515,-0.0869
517,10.2192,1.7629,2.9033,-2.0142,0.1508,-0.343
518,9.9451,0.2354,2.3663,-2.0332,-0.3537,-0.4663
519,8.7166,-0.4907,3.4172,-1.4833,-0.2981,-0.2702
520,8.46,-0.6336,3.5812,-1.3757,0.1825,0.0472
521,9.3231,-1.2049,2.4458,-1.2977,0.4788,0.2652
522,9.7049,-1.0362,0.8297,-0.9445,0.3684,0.4266
523,8.9685,-0.3526,-0.01,-0.7123,0.0878,0.4668
524,7.8162,0.2004,-0.2026,-0.5934,-0.1595,0.4459
525,7.057,1.0024,-0.6289,-0.6283,-0.2317,0.4695
526,9.2354,8.4624,-0.4537,0.1509,-0.008,0.5606
527,17.1958,22.9773,5.9227,0.5817,-0.9678,-1.1965
528,11.2958,2.981,0.7868,2.0158,-1.2963,-0.1974
529,9.7463,2.2033,-3.4861,-0.8703,-0.8823,0.0197
530,10.3821,1.4986,-0.6812,0.1729,-0.1625,-0.0611
531,10.0016,1.6174,0.7898,0.1699,-0.0764,0.0909
532,10.0523,-0.0006,0.5226,-0.0485,-0.352,0.094
533,10.0621,0.0728,0.1515,0.1142,-0.4206,-0.2001
534,9.9015,0.71,-0.1315,0.1806,-0.5108,-0.3618
535,10.0893,1.2905,-0.7165,0.2652,-0.4219,-0.3552
536,9.8867,1.4058,-0.7938,0.1231,-0.3494,-0.3102
537,10.0042,1.1281,-0.6297,0.1463,-0.3029,-0.3872
538,9.9928,1.4573,-0.53,0.1194,-0.3568,-0.4223
539,9.9061,1.6619,-0.796,0.0028,-0.3962,-0.5
540,10.4153,1.4376,-0.8011,-0.0273,-0.4463,-0.5851
541,11.8048,1.2546,-0.616,-0.144,-0.3466,-0.6849
542,14.152,2.5116,2.1113,-0.8943,-0.4858,-0.8628
543,13.5913,-0.5392,2.6034,-2.0973,-1.1006,-0.8198
544,12.2331,0.435,1.8375,-3.2731,-1.1435,-0.3228
545,8.6643,-3.0499,3.6709,-3.7531,-0.8207,0.3491
546,7.3393,-1.8742,7.4611,0.2874,0.989,1.437
547,9.2844,0.9727,5.4905,0.8204,2.172,1.3302
548,10.7848,0.6673,2.5819,1.2879,2.5156,1.2124
549,10.6715,1.7052,0.3727,2.1487,1.9222,0.9432
550,10.362,2.6456,-1.0341,1.4685,0.9848,0.4564
551,10.27,1.9381,-0.9234,0.3054,0.3704,0.2313
552,9.1562,1.4177,-0.0934,-0.9389,0.1512,0.2592
553,8.3331,-0.0791,0.4371,-1.0928,0.2168,0.5638
554,8.1248,-0.4652,-0.1905,-0.6262,0.4816,0.8639
555,8.1408,0.4687,-0.9852,-0.1434,0.7168,0.9636
556,7.8572,1.8315,-2.5477,-0.0871,0.6135,0.8813
557,10.3315,0.9305,-9.4259,1.1539,-0.0684,0.8741
558,13.8005,26.0186,-8.0771,1.7861,-1.6386,-1.0541
559,11.6974,-2.5028,1.6956,2.4054,-1.7478,-0.2537
560,11.2253,5.5401,-3.2361,-0.5486,-1.257,0.2131
561,11.6025,-1.45,-0.6212,-0.0639,-0.582,-0.1198
562,10.5648,1.1715,0.6836,0.3,-0.2651,-0.2635
563,9.7809,1.5479,-0.1356,-0.0889,-0.2976,-0.0658
564,9.8243,0.1818,0.2577,0.0355,-0.3494,-0.1432
565,9.6316,0.1655,0.1085,0.103,-0.4433,-0.2426
566,9.6925,0.4098,0.0122,0.2106,-0.5862,-0.3151
567,9.949,0.6552,-0.3066,0.2405,-0.7044,-0.4821
568,9.9935,1.2977,-0.8884,0.2501,-0.723,-0.5227
569,10.0184,1.9027,-1.0263,0.0342,-0.6032,-0.5373
570,10.4221,1.3756,-1.1611,-0.0815,-0.5964,-0.5699
571,11.7256,1.8095,-1.2357,-0.2851,-0.4504,-0.6422
572,14.1498,1.5501,1.7214,-0.7567,-0.4972,-0.8106
573,14.4609,-0.7898,2.8851,-1.9329,-1.1689,-1.0551
574,13.3796,-0.5587,2.0217,-2.9356,-1.4399,-0.6399
575,8.9996,-1.781,3.0463,-3.6502,-1.0174,0.0562
576,6.7548,-2.9783,7.5579,0.0619,0.8317,1.4122
577,8.4698,0.4851,4.9235,0.6163,2.1005,1.3605
578,10.8935,1.0348,2.2885,1.2021,2.6306,1.2739
579,10.9313,0.99,-0.047,2.0332,2.0534,0.9418
580,11.345,1.941,-1.3393,2.2066,1.0355,0.3946
581,10.7281,1.0456,-1.0548,1.4792,0.3483,0.1688
582,9.7243,1.3766,0.1005,-0.0053,0.2848,0.2462
583,8.495,-0.3267,0.3864,-0.8589,0.6099,0.6145
584,8.6268,-0.6218,-0.598,-0.8551,0.8906,0.9839
585,9.116,-0.2415,-2.1253,-0.2196,0.9507,1.1381
586,7.9854,1.5788,-3.6474,0.058,0.6888,1.0048
587,8.489,-1.6891,-3.695,0.3611,0.3209,0.9981
588,7.9737,10.7373,-1.7059,1.6545,-0.2047,0.3448
589,15.7042,-4.6571,11.139,2.024,-2.2188,-0.8613
590,12.0486,9.3771,-4.9621,-0.3198,-1.7461,-0.1088
591,11.7035,-0.9732,-1.8438,-0.4756,-0.7365,-0.0343
592,10.8231,0.5533,0.3056,0.0595,-0.2446,-0.3327
593,10.1814,1.319,0.1391,-0.0259,-0.1789,-0.1419
594,9.6967,0.5035,0.0233,0.0165,-0.1987,-0.1343
595,9.3401,-0.0048,0.3835,0.088,-0.4085,-0.2074
596,9.4703,-0.0843,0.3459,0.1815,-0.7566,-0.3906
597,9.7931,0.6323,-0.6142,0.2867,-0.9371,-0.5436
598,9.7918,1.564,-1.1764,0.2535,-0.928,-0.554
599,10.2651,1.6482,-1.2668,0.1474,-0.8941,-0.5677
600,10.3564,1.7916,-1.7764,-0.038,-0.727,-0.5779
601,12.0712,1.7913,-1.376,-0.3955,-0.5348,-0.6181
602,14.7297,2.1972,1.2174,-0.8739,-0.5666,-0.9538
603,14.0747,-0.5386,2.1453,-2.2446,-1.0734,-0.8657
604,12.8161,-0.9215,1.1339,-3.2723,-1.2312,-0.3468
605,8.8428,-3.3889,3.1434,-3.656,-0.9221,0.2103
606,7.1019,-2.5017,7.5199,0.1485,0.799,1.2662
607,8.2993,0.458,4.9609,0.6949,1.914,1.2264
608,10.5253,1.0439,2.5426,1.3675,2.4667,1.1297
609,11.6534,1.3468,-0.0799,2.1832,2.0859,0.8099
610,11.216,1.8055,-1.3779,2.1962,1.2643,0.3907
611,10.4606,1.9617,-1.2134,1.2661,0.7131,0.2238
612,9.562,0.9398,-0.3451,-0.2483,0.5849,0.3083
613,8.8213,-0.4374,-0.0504,-0.8132,0.7601,0.6671
614,8.9039,-0.4777,-0.4142,-0.793,1.0003,1.0086
615,8.7073,0.3776,-1.7664,-0.7765,1.0213,1.1749
616,8.3135,1.8962,-3.3361,-0.8696,0.7426,1.0698
617,8.851,0.0584,-3.5727,-0.6784,0.2846,0.954
618,7.5585,7.4536,-5.9537,0.7758,-0.436,0.3271
619,20.665,4.0301,9.2398,1.9217,-2.1448,-1.5415
620,9.2315,10.7786,-4.6458,0.6605,-1.7341,-0.5602
621,12.4284,-2.2937,-1.0584,-0.7931,-1.0418,-0.0584
622,10.4612,-0.4182,0.0139,0.1136,-0.2722,-0.3725
623,9.9432,1.6331,0.2171,0.0183,-0.2439,-0.2184
624,10.1868,0.0494,0.1869,-0.101,-0.3454,-0.179
625,9.8498,0.3868,0.035,0.0995,-0.375,-0.2646
626,9.604,0.4909,0.0935,0.0754,-0.5013,-0.4049
627,9.9449,0.4927,-0.1133,0.1706,-0.6654,-0.5245
628,9.8058,0.9264,-0.6235,0.1414,-0.7759,-0.635
629,10.098,1.7546,-1.0972,0.1383,-0.7782,-0.6931
630,10.6124,1.6903,-1.3013,-0.0818,-0.5827,-0.6885
631,12.3132,1.74,-1.0205,-0.4008,-0.2592,-0.7629
632,15.1133,1.5812,2.3792,-1.0089,-0.4042,-1.0115
633,13.8579,-0.8404,2.2382,-2.4286,-1.0906,-0.9162
634,12.6775,-0.3097,1.7466,-3.425,-1.2527,-0.3451
635,9.2495,-7.052,2.861,-2.6882,-0.9869,0.6454
636,6.9926,-0.2592,6.5936,0.5425,0.9005,1.3331
637,8.043,0.7392,4.597,0.4898,1.8632,1.2235
638,10.0924,0.1047,2.3784,1.2994,2.2847,1.1753
639,11.0156,1.2631,0.5404,2.3938,1.8378,0.9121
640,10.8796,1.6258,-0.5127,2.2404,1.0611,0.5042
641,10.6287,1.6631,-0.3745,1.2503,0.6093,0.3291
642,9.8752,1.1386,0.0788,-0.3452,0.4918,0.412
643,9.1584,-0.4611,0.2336,-0.8551,0.6265,0.7519
644,8.674,0.0721,-0.7483,-0.9103,0.7894,1.0607
645,8.168,1.0615,-1.7016,-0.8034,0.8084,1.1542
646,7.4894,2.4073,-2.9892,-0.79,0.6283,0.9896
647,9.6346,1.7437,-10.1572,0.6891,-0.1927,0.845
648,15.0734,23.614,-14.1411,2.1232,-1.8132,-1.1447
649,11.4498,-3.6557,1.5126,2.5826,-2.0427,-0.6806
650,11.4637,7.6786,-2.5519,-0.6473,-1.5308,-0.004
651,11.1714,-0.5135,-1.4595,-0.1991,-0.6427,-0.1561
652,10.7794,0.4286,0.1748,0.2071,-0.18,-0.3767
653,9.9046,1.3797,0.0178,-0.0526,-0.1656,-0.2217
654,9.7796,0.844,-0.0418,0.0342,-0.2135,-0.1579
655,9.3961,0.6945,0.0122,0.0814,-0.3352,-0.1775
656,9.6108,0.3313,0.157,0.0379,-0.6016,-0.3286
657,9.7622,0.4153,-0.2112,0.0913,-0.7883,-0.5653
658,10.019,1.3691,-0.8059,0.112,-0.9211,-0.6659
659,10.2124,1.737,-1.4092,0.0444,-0.8379,-0.7053
660,10.6519,1.8782,-1.3863,-0.1573,-0.6091,-0.6839
661,13.735,0.9417,-0.7639,-0.4903,-0.2242,-0.8551
662,15.3236,1.9707,2.7936,-1.1701,-0.6357,-1.0314
663,13.8016,-0.9942,1.8103,-2.4915,-1.0628,-0.6763
664,11.3293,-0.0085,1.3421,-3.8011,-1.047,-0.1998
665,9.5042,-7.4378,5.6146,-0.8378,-0.2416,1.1798
666,7.3374,0.8945,5.7124,0.4532,1.3521,1.1747
667,8.9213,0.4827,3.6055,1.0011,2.1706,1.209
668,10.8638,0.3646,1.4584,1.7742,2.2428,1.0521
669,11.8514,1.7349,-0.4401,2.5895,1.6665,0.6435
670,11.0466,1.1414,-1.6744,2.2638,0.9127,0.2923
671,10.2687,1.7993,-1.1671,1.223,0.5809,0.2069
672,8.8946,0.0115,0.0956,-0.1298,0.608,0.4125
673,8.3877,-0.4779,0.0369,-0.7143,0.9245,0.8027
674,9.0698,-0.5023,-1.1864,-0.7693,1.1384,1.1121
675,8.9552,0.6506,-2.3496,-0.8096,0.9625,1.1938
676,8.3955,1.914,-3.79,-1.0376,0.4349,1.0212
677,8.8777,2.9444,-5.783,0.1438,-0.2225,0.7684
678,11.3005,25.0397,-10.8333,2.8786,-1.1757,-0.6349
679,14.0979,-3.0864,4.7784,2.666,-1.882,-0.5025
680,11.1799,8.4334,-3.6006,-0.5446,-1.4572,0.0466
681,11.6127,-0.9519,-1.115,-0.356,-0.6006,-0.073
682,10.3446,0.2275,0.8082,0.196,-0.2635,-0.275
683,9.6982,0.1518,0.7874,-0.1446,-0.4425,-0.1594
684,9.7086,-0.0134,0.0757,0.1448,-0.4841,-0.2842
685,9.6402,0.1197,0.1654,0.1548,-0.5955,-0.3498
686,9.6554,0.5268,-0.1995,0.1425,-0.7886,-0.4364
687,9.8636,0.9515,-0.6884,0.1209,-0.8329,-0.4963
688,10.0722,1.0421,-0.8216,0.0899,-0.8328,-0.5418
689,10.2242,1.4161,-1.2481,0.0275,-0.7737,-0.5584
690,10.259,1.4845,-1.6358,-0.1198,-0.6646,-0.6025
691,12.4368,1.1764,-1.1359,-0.2392,-0.5755,-0.6671
692,13.5562,1.9875,1.7094,-1.0393,-0.5178,-0.8632
693,14.2811,-0.6745,2.1638,-2.8446,-1.0659,-0.813
694,12.3204,-0.763,1.7975,-3.7742,-1.1718,-0.2781
695,8.6689,-1.7021,2.4823,-4.4929,-0.9112,0.2541
696,7.4155,-4.7859,7.324,-0.3295,0.5697,1.4019
697,8.439,1.0193,4.6482,0.8181,1.7429,1.3113
698,9.95,1.0757,3.0464,1.4864,2.3442,1.2256
699,11.444,-0.0579,0.7959,2.033,2.0901,0.9311
700,11.6001,1.5579,-1.2418,2.3296,1.3165,0.6154
701,10.6129,0.8015,-1.187,1.6061,0.6864,0.3614
702,9.98,1.274,-0.4829,0.4658,0.4622,0.4014
703,9.0122,-0.1164,0.0714,-0.6639,0.4784,0.6357
704,8.7606,-0.2614,-0.2147,-1.0308,0.7327,1.0123
705,8.277,0.8533,-1.2865,-1.3216,0.8562,1.2334
706,7.9836,2.4457,-2.2879,-1.4097,0.7484,1.1681
707,8.1966,6.9956,-6.6146,-0.2546,0.2698,0.8114
708,16.97,21.2206,-11.7423,1.7283,-1.5454,-0.993
709,12.7506,-5.7749,3.1836,2.6623,-2.1485,-0.8383
710,9.4993,7.2653,-4.1932,-0.8746,-1.671,-0.2634
711,11.0851,-0.8073,-1.0773,0.1044,-0.691,-0.3053
712,10.9809,1.2479,0.3504,0.4556,-0.3507,-0.3726
713,10.1742,0.7518,-0.3447,-0.2236,-0.2672,-0.1569
714,9.8624,0.4395,-0.3711,0.0399,-0.1243,-0.2126
715,9.6713,0.547,-0.0781,0.1029,-0.1629,-0.2638
716,9.53,0.6461,0.0122,-0.0107,-0.3413,-0.3398
717,9.7407,0.4786,-0.0073,0.0149,-0.5475,-0.4954
718,9.82,0.7031,-0.0102,-0.0655,-0.7256,-0.6683
719,10.3307,1.3904,-0.6293,-0.0569,-0.8312,-0.7505
720,10.8686,1.6763,-0.8935,-0.2173,-0.5682,-0.7714
721,12.9792,0.7659,-0.3541,-0.2815,-0.385,-0.9385
722,14.7293,1.8419,2.6704,-1.1343,-0.5101,-1.1435
723,13.1642,-1.5362,1.9274,-2.3203,-1.0345,-0.8614
724,10.5801,0.8734,1.3613,-3.6728,-0.8705,-0.1141
725,9.6205,-6.7377,5.6251,-0.9088,0.0953,1.4039
726,7.6721,1.155,4.89,0.2268,1.6165,1.2889
727,9.4454,0.6477,2.6863,0.6637,2.179,1.2732
728,10.4662,0.4823,0.8337,1.6902,1.9674,1.1063
729,11.0069,2.104,-0.6357,2.4848,1.2564,0.6592
730,10.6688,1.5176,-0.5345,1.9031,0.6764,0.3393
731,9.9794,2.3779,0.0775,0.3152,0.5061,0.2687
732,9.4547,0.1622,0.2238,-0.7713,0.5487,0.4921
733,9.1493,-0.2908,0.2826,-0.713,0.7595,0.7664
734,9.3753,-0.4903,-0.9258,-0.4099,0.7657,0.9322
735,9.1738,0.5718,-1.6277,-0.2411,0.6238,0.9124
736,8.2298,1.2249,-1.882,-0.4346,0.3292,0.8266
737,8.0203,1.6521,-2.063,-0.3171,0.0246,0.7436
738,8.0913,0.6807,-1.5247,0.1864,-0.0851,0.7349
739,9.395,6.3081,-5.2308,1.5105,-0.603,0.2905
740,20.6771,7.6395,5.6155,1.2518,-1.8316,-1.2954
741,8.6235,7.2248,-2.8627,0.8098,-1.7499,-0.3873
742,11.1203,-2.6536,-1.0245,-1.1617,-1.1164,-0.1551
743,10.1112,-0.7644,0.5543,0.344,-0.4434,-0.4393
744,10.444,1.3655,0.1392,0.1597,-0.384,-0.3019
745,10.2542,0.4297,-0.2361,-0.087,-0.2756,-0.1911
746,9.9207,0.0308,0.402,0.0245,-0.209,-0.2075
747,9.636,0.5203,0.1893,0.0286,-0.2941,-0.2467
748,9.7597,0.5124,0.1057,0.0226,-0.3941,-0.3291
749,9.7111,0.4353,0.0265,0.0829,-0.5454,-0.4007
750,9.8883,0.6318,-0.2075,0.115,-0.6044,-0.4781
751,9.994,1.2825,-0.752,0.0957,-0.6051,-0.5745
752,10.0858,1.4764,-1.0293,0.0499,-0.5911,-0.5858
753,10.0892,1.5929,-1.3024,0.0306,-0.5377,-0.6371
754,10.828,1.4253,-1.2456,-0.0233,-0.4217,-0.7358
755,11.3087,2.1795,-1.427,-0.0165,-0.1358,-0.8251
756,14.1174,2.317,1.2217,-0.5298,-0.2467,-0.9566
757,12.7092,0.3831,1.6692,-0.4451,-0.5401,-0.7938
758,11.3437,1.3413,0.9977,-1.6502,-0.7994,-0.5489
759,8.7453,-3.9993,5.0627,-1.2965,-0.4122,0.0982
760,7.713,-1.4093,7.2438,2.0093,1.4904,0.8675
761,10.1716,0.9499,3.4468,1.7021,2.3614,0.6535
762,11.3807,1.5479,0.3259,2.0338,2.1796,0.471
763,11.1357,2.2164,-1.6058,2.5852,1.3506,0.1234
764,11.3529,1.6401,-1.5315,2.7914,0.7751,-0.1736
765,10.2893,1.9251,-0.3827,1.955,0.8317,-0.256
766,9.7307,0.5378,-0.1149,1.5045,1.232,-0.048
767,9.8119,-0.1371,-1.7276,1.977,1.5396,0.0928
768,9.6087,0.1349,-3.6226,2.837,1.4441,0.1186
769,8.8203,1.0182,-4.1706,2.9612,1.0174,0.0462
770,8.2221,0.9557,-3.5417,2.2939,0.6067,0.0594
771,7.7273,0.1689,-3.0526,1.6627,0.4509,0.1925
772,8.094,0.1177,-3.105,1.6618,0.4673,0.4347
773,8.1637,0.2054,-3.6261,1.8691,0.4283,0.6356
774,8.2509,1.1048,-4.1445,1.987,0.3428,0.7658
775,7.869,1.7896,-4.3152,1.815,0.2514,0.8791
776,11.3759,17.2612,-5.7875,2.0848,0.4275,0.9449
777,21.3202,-1.3015,9.8546,1.1736,-0.604,0.0258
778,10.1951,8.4859,-4.4025,0.1324,-0.6485,0.7797
779,12.4247,-3.0332,-0.1376,-0.5241,-0.1948,0.5869
780,10.7997,1.4583,0.2277,0.3509,0.0889,0.1531
781,9.8544,2.923,-0.2818,0.0909,0.1431,0.2784
782,10.0555,1.3005,-0.031,0.0072,0.19,0.2996
783,9.757,1.5126,0.0155,-0.0531,0.2738,0.1727
784,9.7626,0.9888,0.4772,0.036,0.2555,0.0176
785,9.8858,1.0176,0.4972,0.0661,0.1469,-0.1403
786,9.6617,0.8079,0.7268,0.119,0.0539,-0.3477
787,10.4325,1.6199,-0.0175,0.2916,0.1179,-0.4601
788,10.8849,2.5451,-0.4037,0.7074,0.492,-0.3003
789,9.9002,4.9109,1.2033,1.1638,0.6555,-0.1659
790,10.527,1.9498,0.6186,5.3266,0.8874,-0.3791
791,12.2312,2.4071,0.6843,8.0549,0.5394,-0.7378
792,11.5332,2.0917,2.5583,5.4695,-0.2978,-0.8496
793,9.9933,-1.338,3.9896,2.3966,-0.3562,-0.3549
794,8.7798,-0.0226,5.497,0.0167,0.6088,0.1074
795,9.7375,-1.8886,3.5319,-0.1695,1.2037,0.4724
796,10.2474,-0.407,1.0784,2.1808,1.3415,0.6685
797,9.7551,1.1166,-0.3029,3.2476,1.1425,0.3898
798,9.7827,1.9799,-0.8994,3.0696,0.9966,0.1866
799,9.5385,1.6515,-1.2292,2.4741,0.9458,0.1265
800,8.825,1.403,-2.2639,2.0894,0.9264,0.2514
801,8.14,1.7045,-3.4266,1.5364,0.7597,0.3389
802,7.1558,2.0165,-4.3092,0.9709,0.4993,0.4132
803,5.6697,1.6861,-4.4977,0.6967,0.2436,0.4379
804,5.8729,-7.2724,-11.4945,0.4537,-0.0728,0.9256
805,11.863,2.8189,-10.2483,-0.669,-0.6181,0.5327
806,16.0454,-3.9423,5.9326,1.2296,-1.0028,0.0541
807,9.6438,5.5003,-4.7893,-0.4259,-1.0827,0.4717
808,11.2376,-0.4738,-1.5491,-0.1698,-0.3387,0.2036
809,10.5789,1.7755,0.0822,0.1466,-0.0638,0.0811
810,9.9554,1.67,-1.0051,0.0722,-0.0805,0.1368
811,9.9345,1.2696,-0.8417,0.0696,0.013,0.0784
812,9.8433,1.1085,-0.3906,0.0808,0.0076,-0.0262
813,9.8275,1.334,-0.4052,0.0759,-0.0773,-0.0596
814,9.7974,1.1319,-0.547,0.0498,-0.1182,-0.1153
815,9.8171,1.348,-0.7165,0.05,-0.1382,-0.2136
816,9.8758,1.3827,-0.5836,0.0481,-0.1663,-0.3234
817,9.8955,1.3921,-0.5639,0.0094,-0.2325,-0.437
818,10.1823,1.503,-0.5611,-0.0226,-0.2502,-0.5565
819,10.7878,1.6334,-0.9038,0.024,-0.1552,-0.725
820,12.1869,1.9915,-0.0372,-0.0858,-0.1228,-0.7316
821,13.2611,1.7556,1.6472,-0.1533,-0.3517,-0.9104
822,12.4819,1.1782,1.1747,-0.0757,-0.5247,-0.8248
823,10.2343,0.255,2.0937,-0.6538,-0.5566,-0.4207
824,8.586,-3.1467,4.8877,2.1812,0.6062,0.7605
825,8.4482,1.1509,4.7697,1.2562,1.6592,0.6036
826,10.4163,0.2935,3.2497,0.6191,2.1228,0.7319
827,10.8312,0.1447,1.305,0.9897,1.8503,0.6848
828,10.8699,1.6106,-0.3429,1.628,1.3202,0.5045
