,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
829,10.5225,0.8064,-1.1374,1.3516,0.826,0.2283
830,9.8243,1.6705,-0.5,0.6127,0.6432,0.2049
831,8.7303,0.0674,-0.2516,-0.156,0.6653,0.4016
832,8.8361,-0.3856,-0.8699,-0.2136,0.7584,0.713
833,8.9039,-0.207,-1.4308,-0.1516,0.7445,0.8704
834,8.533,0.6057,-1.7045,-0.4682,0.4886,0.8626
835,7.8294,0.8941,-1.8896,-0.6304,0.1032,0.8141
836,7.344,1.8829,-1.811,-0.7214,-0.1784,0.7718
837,12.3913,0.2704,-1.0472,0.2991,-0.0868,1.2626
838,23.2281,30.8721,-1.8863,0.1993,-1.8219,-1.6269
839,8.7513,-2.7197,0.7991,3.1239,-1.4916,-0.5552
840,8.3907,5.3353,-3.6199,-1.1789,-1.2542,0.0752
841,10.5007,-0.5566,-0.4736,0.0769,-0.5266,-0.0912
842,10.6107,1.0934,0.5494,0.476,-0.398,-0.3042
843,9.8659,0.7449,-0.4981,-0.1598,-0.4839,-0.1957
844,9.9198,0.6346,-0.4737,0.1615,-0.4281,-0.2254
845,9.8003,0.6395,-0.4151,0.1812,-0.4687,-0.288
846,9.7121,0.7083,-0.6323,0.125,-0.5516,-0.3394
847,9.8831,0.6859,-0.8862,0.1555,-0.6498,-0.4616
848,9.8123,1.2035,-0.9401,0.1088,-0.6894,-0.5514
849,10.0223,1.5381,-1.3619,0.0161,-0.7003,-0.5725
850,10.2128,1.7552,-1.7528,-0.0883,-0.6341,-0.6035
851,12.0909,1.443,-1.5797,-0.2959,-0.3517,-0.6844
852,13.7366,2.3364,1.0955,-0.7608,-0.2105,-0.88
853,13.8312,-0.3933,2.002,-1.9053,-0.8102,-0.9731
854,12.606,-0.7646,1.642,-2.8313,-1.2277,-0.6122
855,9.7426,-0.8817,2.109,-3.5541,-1.0894,-0.1622
856,8.0026,-5.0174,7.4084,0.0685,0.3157,1.099
857,8.3636,0.6026,5.2295,0.5839,1.5667,1.166
858,9.7454,0.9102,3.8405,0.9759,2.4032,1.2252
859,11.4915,0.2887,1.3902,1.5672,2.4465,1.0739
860,11.8361,1.4616,-1.5787,2.3978,1.7727,0.7734
861,10.91,1.6172,-1.7326,1.9804,0.9746,0.3862
862,9.5777,1.8286,-1.4518,0.7535,0.5366,0.2958
863,8.7178,0.4408,-0.0699,-0.6055,0.5045,0.5257
864,8.2232,-0.2382,-0.0723,-1.2744,0.7602,0.8932
865,8.2547,-0.0466,-1.225,-1.166,0.9208,1.1943
866,7.9002,1.7742,-2.6872,-0.971,0.8173,1.1936
867,7.4746,2.7016,-4.8764,-0.6114,0.4762,0.955
868,7.5172,9.6607,-9.7266,0.2364,-0.2403,0.3672
869,22.5423,5.7321,14.8567,2.2135,-2.4726,-1.6211
870,8.8522,10.5457,-6.4956,0.4797,-2.0574,-0.525
871,13.7217,-3.4438,-1.6113,-0.9638,-1.1569,-0.3174
872,10.8918,1.2201,0.5516,0.2431,-0.4364,-0.5083
873,10.0723,1.9797,-0.5742,-0.0958,-0.2566,-0.1915
874,10.0231,0.5489,-0.4866,-0.0858,-0.1759,-0.1878
875,9.8063,-0.1254,0.1982,0.1431,-0.2837,-0.3077
876,9.5713,0.5402,0.1003,0.1416,-0.5391,-0.4661
877,9.5642,0.7515,-0.2213,0.1794,-0.8075,-0.606
878,9.7452,1.4399,-0.7197,0.143,-0.9884,-0.731
879,10.3737,1.5609,-1.2201,0.0423,-0.9255,-0.8409
880,11.3961,2.0377,-1.3864,-0.1542,-0.6775,-0.8293
881,15.2211,0.784,0.1462,-0.4619,-0.2961,-0.9858
882,14.6878,1.7703,2.8681,-1.755,-0.7971,-1.2221
883,13.4623,-0.7686,1.4278,-2.9487,-1.1705,-0.5546
884,9.7403,-2.7626,2.0949,-3.8188,-0.9482,0.1797
885,7.4707,-3.5406,7.435,-0.2006,0.5136,1.3988
886,7.9843,0.8337,4.5964,0.1552,1.5726,1.2512
887,9.1646,0.8774,3.0544,1.0541,2.2424,1.186
888,10.7998,-0.0933,0.501,2.3193,2.1224,0.9408
889,11.5439,1.645,-1.8818,3.2745,1.349,0.5128
890,10.8144,1.431,-1.7988,2.5418,0.683,0.2631
891,9.6155,1.8171,-0.6212,0.6145,0.4817,0.2892
892,9.0296,-0.551,0.5066,-0.9276,0.6524,0.6668
893,9.0805,-0.6166,0.4788,-1.2303,0.9789,1.1606
894,9.3731,-0.1268,-1.2984,-1.1136,1.0712,1.4623
895,8.8323,1.8175,-2.6517,-1.163,0.8019,1.3663
896,7.8267,2.7044,-4.0331,-1.1289,0.2924,1.0454
897,9.2451,-3.7515,-4.9472,0.0836,-0.0637,1.1459
898,9.145,12.5934,-6.3823,1.9823,-0.7994,-0.1733
899,14.2319,-6.505,8.5531,2.9398,-2.6212,-1.0035
900,9.6977,7.7968,-5.6068,-1.0004,-2.0276,-0.0958
901,12.0795,-0.5744,-2.002,-0.144,-0.8809,-0.3723
902,11.1852,1.2739,0.0517,0.1118,-0.3349,-0.3951
903,10.2721,0.5487,-0.5815,-0.2696,-0.1754,-0.235
904,9.6758,0.1096,-0.2537,0.0467,-0.1559,-0.2719
905,9.3347,0.3652,0.1192,0.1361,-0.3869,-0.3423
906,9.5559,0.1271,-0.0461,0.1216,-0.6919,-0.4869
907,9.5734,0.4941,-0.4804,0.173,-0.925,-0.618
908,9.8838,1.5289,-1.0921,0.1437,-1.0409,-0.6891
909,10.1511,1.7538,-1.6712,-0.1077,-0.8255,-0.6912
910,11.1225,1.5652,-1.4539,-0.29,-0.7388,-0.6842
911,14.8184,0.1804,-0.4462,-0.7081,-0.5757,-0.9044
912,14.4103,1.1154,1.8814,-1.9098,-0.8355,-0.9508
913,12.8033,-1.264,0.5916,-3.2037,-0.9911,-0.3373
914,9.4265,-0.3287,2.4377,-4.3018,-0.7383,0.1977
915,8.5244,-4.9445,5.9915,-0.6301,0.3977,1.3299
916,8.1713,0.6244,4.8797,0.993,1.6371,1.2883
917,9.5228,2.3261,2.8791,1.0772,2.0269,1.1325
918,10.6862,1.2897,1.4367,1.3334,1.737,0.8528
919,11.2339,2.1592,0.0565,1.6041,1.1672,0.4929
920,10.6256,1.4429,-0.072,1.1191,0.7035,0.2636
921,10.0474,1.1672,0.1611,0.2891,0.6112,0.3488
922,9.3119,-0.3355,0.1792,-0.2534,0.7393,0.6176
923,9.1355,-0.4572,-0.1146,-0.2926,0.97,0.9162
924,8.5684,0.6418,-1.2766,-0.3672,1.0545,1.0833
925,7.9408,1.929,-2.5056,-0.5633,0.8885,1.053
926,7.8348,0.8162,-3.8917,-0.5756,0.5552,0.9609
927,8.5308,5.2637,-7.5044,0.6785,-0.1809,0.6392
928,28.9656,18.4463,1.9034,1.2375,-2.3016,-1.8559
929,8.9512,6.6861,-3.7464,1.5512,-1.7371,-0.5658
930,10.7915,-1.0077,-1.1087,-1.1844,-1.1799,-0.0061
931,10.2821,-1.0951,-0.1798,0.0509,-0.4011,-0.2767
932,10.3592,1.5625,0.2061,0.1845,-0.3131,-0.169
933,10.1558,-0.1468,-0.0069,-0.2106,-0.3082,-0.1077
934,9.6759,-0.1587,0.0865,0.0898,-0.3631,-0.1727
935,9.4409,0.1355,0.1529,0.0688,-0.5907,-0.3103
936,9.8215,0.0161,-0.2321,0.1736,-0.8224,-0.4625
937,9.8251,0.9221,-0.9419,0.1463,-0.8433,-0.5356
938,10.2383,1.0902,-1.1569,0.0627,-0.8112,-0.5369
939,10.1294,1.2207,-1.4771,-0.007,-0.714,-0.5385
940,10.2607,1.3859,-1.7766,-0.067,-0.6446,-0.5727
941,11.4583,1.4283,-1.3824,-0.2316,-0.5625,-0.605
942,13.6642,1.3307,0.7959,-0.697,-0.5298,-0.8406
943,14.3931,0.4717,1.5787,-1.9813,-1.0079,-0.9192
944,13.0672,-1.4603,1.1546,-3.2451,-1.2275,-0.4949
945,9.2696,1.2953,2.1077,-4.3057,-0.879,0.0785
946,7.9665,-6.476,5.4888,-2.0562,-0.0116,1.1623
947,7.338,-0.0628,5.2577,0.8692,1.7394,1.4426
948,10.0647,0.9634,3.3006,1.841,2.4861,1.3643
949,11.931,0.1483,1.0519,2.3009,2.4552,0.9416
950,12.1355,1.1988,-2.0583,3.0302,1.716,0.562
951,11.3434,1.1416,-1.9338,2.6955,0.8981,0.1918
952,10.3101,1.2926,-1.6422,1.6151,0.548,0.1267
953,8.4785,0.9271,-0.2571,-0.047,0.5361,0.2523
954,7.7941,-0.2053,-0.3252,-0.9921,0.8276,0.6362
955,7.8853,-0.3196,-1.2434,-1.0631,1.0296,0.971
956,8.1073,0.6166,-2.6443,-0.8152,0.8908,1.1106
957,8.0,2.1411,-4.6273,-0.7027,0.4141,0.9272
958,11.7387,-6.977,-4.8449,0.2028,-0.154,1.2896
959,19.3777,31.0439,-5.4959,0.3295,-1.7445,-1.3882
960,9.5511,-7.0727,3.376,3.3752,-2.178,-0.7188
961,8.0979,9.3928,-5.1483,-1.2875,-1.7604,0.1085
962,12.1616,-1.5636,-1.1206,-0.0759,-0.7763,-0.2012
963,11.1745,1.3037,0.0576,0.3901,-0.2028,-0.3534
964,10.066,1.0476,-0.3737,-0.3316,-0.1554,-0.17
965,9.74,0.6699,-0.3726,-0.0433,-0.1493,-0.1506
966,9.4099,0.271,-0.0176,0.0681,-0.3614,-0.2507
967,9.7112,0.2412,0.1015,0.0302,-0.6416,-0.4299
968,9.6717,0.6274,-0.5039,0.1607,-0.8454,-0.5936
969,10.0114,1.5849,-1.0979,0.0709,-0.9181,-0.6452
970,10.3233,1.5676,-1.4552,-0.0768,-0.8344,-0.6297
971,11.4622,1.5041,-1.3824,-0.2036,-0.6373,-0.673
972,13.6798,0.5117,-0.2481,-0.5843,-0.5114,-0.8329
973,14.5667,1.0819,2.1388,-1.7466,-0.8291,-1.0088
974,13.1413,-1.28,1.7124,-3.1098,-1.1833,-0.5704
975,9.9581,0.3202,1.5794,-4.4116,-0.9962,-0.0609
976,9.0752,-7.0622,5.5775,-1.1976,-0.0611,1.3232
977,7.5175,0.698,5.2572,0.9668,1.6433,1.4306
978,9.5274,1.2178,3.4395,1.2208,2.3141,1.3958
979,11.3047,0.3119,1.429,1.5235,2.2624,1.1178
980,11.871,1.6947,-0.9218,2.3063,1.5779,0.7738
981,11.2113,1.4055,-1.6209,2.0857,0.779,0.3778
982,10.2494,2.0277,-1.3572,1.1591,0.434,0.2432
983,8.7697,0.6961,-0.3286,-0.1611,0.3807,0.3771
984,8.3494,-0.3844,0.2354,-0.6039,0.7035,0.7614
985,8.0657,-0.0276,-0.8348,-0.8033,1.0221,1.0438
986,7.9408,1.4237,-2.2876,-0.7613,1.0127,1.1226
987,8.214,0.8062,-3.5948,-0.7438,0.6852,1.0012
988,9.0586,4.3506,-7.0931,0.5112,-0.2422,0.615
989,26.0067,20.0425,-0.6029,1.5792,-2.4238,-1.9368
990,8.5297,5.4237,-4.138,1.8857,-1.7905,-0.5334
991,11.503,-0.5987,-1.2871,-1.2306,-1.2819,-0.0295
992,10.7451,-0.9151,-0.3714,0.0972,-0.4134,-0.3093
993,10.4217,1.6149,-0.089,0.2733,-0.1552,-0.2387
994,10.0926,0.0668,0.1099,-0.1586,-0.1947,-0.1351
995,9.5676,-0.0337,0.2565,0.1119,-0.2801,-0.1696
996,9.3112,0.3448,0.1923,0.0286,-0.5525,-0.3119
997,9.7995,0.2716,-0.1831,0.1405,-0.779,-0.451
998,9.8636,0.7141,-0.7294,0.0967,-0.8647,-0.5629
999,10.1138,1.5351,-1.1018,0.0491,-0.8561,-0.6104
1000,10.2573,1.5107,-1.5259,-0.0489,-0.7888,-0.5958
1001,10.776,1.5656,-1.5992,-0.1949,-0.6297,-0.6136
1002,13.4064,0.7388,-0.8151,-0.3359,-0.4308,-0.7426
1003,14.7466,0.9464,2.618,-1.1102,-0.5249,-1.0606
1004,13.642,-0.894,2.0387,-2.3283,-1.1596,-0.8837
1005,11.1254,0.6489,1.0384,-3.667,-1.1433,-0.3964
1006,8.0262,-6.0899,3.393,-2.7076,-0.5852,0.6675
1007,6.3851,-0.8436,6.0195,0.3634,1.2152,1.5102
1008,9.2131,0.5624,3.5562,0.8646,2.1701,1.4753
1009,11.5588,-0.1033,1.9665,1.6161,2.524,1.3095
1010,11.9112,0.3069,-1.1977,2.766,1.9134,0.9546
1011,11.247,1.8983,-1.8346,3.0859,1.0134,0.4748
1012,10.3772,1.5563,-1.5023,2.0921,0.5001,0.2348
1013,9.4429,1.4959,-0.1843,0.4296,0.4875,0.269
1014,8.7227,0.0708,0.4519,-0.8282,0.8493,0.6079
1015,8.8621,-0.4665,-0.5903,-1.1306,1.1489,0.9805
1016,8.6397,0.4553,-2.2142,-0.794,1.0526,1.1715
1017,7.9061,2.1357,-4.47,-0.6914,0.6065,1.019
1018,8.9134,3.1747,-5.3965,0.3253,0.1924,1.02
1019,13.4071,17.3568,-9.6794,0.3463,-1.1711,-0.3073
1020,14.2177,-6.6035,6.3231,2.2926,-2.3494,-0.6975
1021,9.4752,8.7573,-5.9023,-0.6332,-1.594,-0.0256
1022,12.6235,-2.1471,-1.0101,-0.0817,-0.6922,-0.1776
1023,10.9946,1.3686,0.8664,0.2393,-0.2034,-0.3152
1024,9.8128,0.6311,-0.0637,-0.224,-0.2479,-0.0537
1025,9.8758,0.3016,-0.2591,-0.0085,-0.1499,-0.1186
1026,9.7148,0.0276,0.2189,0.0096,-0.2262,-0.162
1027,9.719,0.0497,0.2202,0.0436,-0.4219,-0.2526
1028,9.7058,0.0674,0.0642,0.0603,-0.5698,-0.4203
1029,9.8021,0.6044,-0.1307,0.058,-0.7312,-0.5614
1030,10.2189,0.9798,-0.7703,0.0451,-0.784,-0.6171
1031,10.2044,1.442,-1.4161,-0.0421,-0.6586,-0.6185
1032,10.2006,1.5605,-1.1873,-0.1472,-0.4301,-0.6383
1033,11.242,1.4654,-0.9554,-0.2688,-0.3008,-0.6967
1034,11.9416,2.292,-0.1487,-0.7297,-0.0977,-0.7083
1035,13.0486,1.1108,1.1304,-2.2049,-0.3726,-0.6741
1036,12.3146,-0.1134,0.6322,-3.4333,-0.4604,-0.3606
1037,9.7132,0.9478,0.0424,-4.22,-0.5124,0.0281
1038,8.3906,-2.6763,1.3224,-3.1618,-0.4255,0.4721
1039,7.3784,0.5537,3.3722,-0.5125,0.566,0.761
1040,8.533,1.7906,2.3792,0.1777,1.0583,0.7792
1041,9.1639,1.4976,1.3846,0.3357,1.0795,0.6866
1042,9.3656,1.5658,0.0753,0.3735,0.7133,0.5355
1043,9.5674,1.5259,-0.1145,-0.2842,0.271,0.5231
1044,9.6876,1.1669,0.3443,-1.3385,0.0128,0.6241
1045,9.6877,0.1059,0.8107,-1.9924,-0.0486,0.8649
1046,9.2467,0.6804,0.6248,-2.129,0.0786,1.0685
1047,9.3786,-2.2617,-0.831,-1.6443,0.1739,1.2463
1048,8.9986,3.9305,-0.9115,-1.2966,0.083,0.6261
1049,8.6006,4.8807,-0.9488,0.3293,-0.179,0.2944
1050,10.0542,9.5936,1.168,1.1132,-0.3602,-0.4257
1051,13.6518,-3.0188,3.7062,1.3556,-0.8616,-0.7003
1052,10.0735,4.9171,-2.2476,-0.3879,-0.6675,-0.2574
1053,10.8994,-0.7662,-0.3715,-0.0301,-0.2308,-0.0814
1054,10.8634,0.091,0.9512,0.2131,-0.1027,-0.2655
1055,10.4814,0.4366,0.635,-0.1077,-0.3065,-0.311
1056,10.1857,0.7595,-0.2114,0.0515,-0.2247,-0.4103
1057,10.0696,0.9906,-0.0732,-0.1199,-0.1358,-0.338
1058,9.8148,0.8235,0.0089,-0.0732,-0.1062,-0.329
1059,9.8335,0.6958,0.0812,-0.0608,-0.1532,-0.4033
1060,9.6979,1.1681,0.0779,-0.0097,-0.2221,-0.5322
1061,10.0339,1.2659,0.1953,-0.0067,-0.3427,-0.6148
1062,9.9781,2.2333,-0.5929,-0.13,-0.2533,-0.6793
1063,11.5241,1.2677,-0.1033,-0.2687,-0.0769,-0.7367
1064,11.5894,3.0027,-0.6983,-0.5863,0.3725,-0.699
1065,11.8366,2.5347,0.2007,-2.1595,0.8107,-0.4533
1066,11.9063,3.0821,-3.7742,-5.8674,0.4077,-0.0601
1067,9.4998,1.2999,-7.8886,-6.0212,-0.7486,0.1019
1068,8.9789,1.7361,-2.4378,-3.5279,-1.2912,-0.1363
1069,7.6008,2.9631,1.2662,-1.4754,-0.9045,-0.2977
1070,7.9835,4.966,3.215,-1.3955,-0.1976,-0.1252
1071,10.254,3.0025,2.3174,-3.1847,-0.1294,-0.3359
1072,10.5162,1.8145,0.8247,-3.8833,-0.5126,-0.5798
1073,9.824,0.3503,0.8199,-3.888,-0.9648,-0.6996
1074,8.9839,-0.2494,1.9142,-3.5089,-0.8988,-0.5821
1075,8.6593,-0.4849,2.3673,-3.2401,-0.5025,-0.3351
1076,9.2132,-1.4446,1.6949,-2.8829,-0.2407,-0.1807
1077,9.2898,-1.5147,0.5276,-2.2428,-0.3221,-0.1192
1078,8.8797,-1.5851,0.2737,-1.5999,-0.5378,-0.0413
1079,8.5064,-1.1243,0.5649,-1.2371,-0.7016,0.0588
1080,8.352,-0.671,0.5461,-1.068,-0.6955,0.2252
1081,7.8705,2.8244,4.0938,-0.6468,-0.1926,0.3542
1082,11.8943,7.6685,3.6109,-0.578,-0.0064,0.172
1083,11.9408,-0.7166,4.6787,1.0113,-0.8162,0.0162
1084,8.8852,2.5769,-2.9721,-0.644,-0.9594,0.2359
1085,9.33,1.0905,-1.2478,0.1904,-0.4725,0.1291
1086,10.8863,0.9285,1.1407,0.3875,-0.3864,0.0244
1087,10.3254,0.0193,0.1065,0.109,-0.7146,-0.0859
1088,10.3193,1.2902,-1.125,0.293,-0.5935,-0.4004
1089,10.2996,1.7737,-1.0336,0.164,-0.3509,-0.3531
1090,9.9891,1.7079,-1.1782,0.0565,-0.2186,-0.296
1091,9.7273,1.1234,-0.6323,0.0384,-0.259,-0.3804
1092,9.5721,1.4713,-0.5411,0.1454,-0.4834,-0.4711
1093,9.5032,1.857,-0.8037,0.0979,-0.7195,-0.5566
1094,10.6086,1.6812,-1.0903,0.0308,-0.7766,-0.6593
1095,11.9585,1.7425,-1.7239,-0.1983,-0.5598,-0.6867
1096,14.3235,2.9675,0.8602,-2.0276,-0.2705,-0.6304
1097,12.8182,-0.0671,0.5844,-4.1704,-0.6002,-0.1367
1098,10.5988,0.7999,0.1631,-4.8372,-0.6399,0.4133
1099,9.5418,-2.5605,2.1015,-4.2172,-0.7537,0.8516
1100,7.7727,-1.5864,6.8945,0.0065,0.4338,1.0554
1101,8.5802,1.9454,5.6433,1.2795,1.3481,1.0258
1102,9.0916,2.2507,4.1184,1.2696,1.7421,0.8932
1103,10.1153,2.8049,2.4115,0.6642,1.6323,0.8001
1104,10.1299,2.6413,0.6765,-0.259,1.11,0.5756
1105,9.818,1.4611,-0.2146,-0.6864,0.5896,0.4035
1106,9.192,1.1263,0.2304,-0.7862,0.1667,0.2962
1107,8.8571,0.4341,0.5965,-0.6482,-0.0093,0.3872
1108,8.0689,-0.1222,0.851,-0.3683,0.0853,0.5709
1109,7.5179,0.3734,0.1167,-0.1549,0.391,0.8104
1110,7.6261,1.84,-1.4112,-0.3885,0.6159,0.9407
1111,8.0081,8.3654,-6.1435,-0.2136,0.2127,0.5768
1112,21.852,25.0905,-9.6792,1.7237,-2.1509,-1.6567
1113,7.6928,-2.7587,-1.434,2.9639,-1.6098,-0.4378
1114,11.5447,7.0713,-2.7998,-0.926,-1.1286,-0.0116
1115,10.6875,0.1743,-0.8528,0.0102,-0.306,-0.0008
1116,9.9515,-0.0296,0.4744,0.6832,-0.1323,-0.1851
1117,10.141,0.5834,0.4032,-0.1079,-0.3807,-0.1117
1118,10.0033,0.222,0.0683,0.1508,-0.5123,-0.2556
1119,9.8861,0.6411,-0.1517,0.2185,-0.6248,-0.3996
1120,9.7138,0.9918,-0.6188,0.1018,-0.6627,-0.4631
1121,9.8424,0.9721,-0.7096,0.1198,-0.7373,-0.5333
1122,9.7813,1.4193,-1.0916,-0.0001,-0.8108,-0.6018
1123,10.044,1.9638,-1.4491,-0.0217,-0.7964,-0.6112
1124,10.9701,1.8914,-1.6618,-0.0849,-0.6471,-0.6114
1125,13.3013,1.2859,-0.97,-0.2521,-0.2568,-0.6655
1126,15.0069,2.0817,2.7487,-1.1517,-0.0824,-0.8484
1127,13.5733,-0.6343,2.1385,-2.1751,-0.8965,-0.857
1128,11.0915,1.0885,1.4201,-3.2679,-1.1142,-0.3823
1129,8.5498,-4.7591,2.2559,-2.5657,-0.8339,0.4968
1130,6.4181,-1.2458,6.3749,-0.2816,0.6791,1.1495
1131,7.9876,0.5123,4.2624,0.1447,1.6761,1.2691
1132,9.8977,0.5009,3.0812,0.8192,2.4548,1.2612
1133,12.1928,-0.1158,0.3461,1.623,2.4515,1.0598
1134,12.0233,1.1965,-1.9252,2.4247,1.7317,0.8511
1135,10.8414,1.2007,-2.1249,2.1236,0.9081,0.6005
1136,9.5418,1.3026,-1.9453,1.1698,0.4347,0.5815
1137,8.3836,1.508,-1.0757,-0.3725,0.2993,0.6535
1138,7.7898,0.9298,-0.5321,-1.46,0.4223,0.9252
1139,7.5162,1.4267,-1.2012,-2.0599,0.5503,1.1783
1140,7.758,1.0166,-4.1979,-1.8734,0.3491,1.2535
1141,7.995,9.5029,-4.492,-0.775,0.0811,0.5076
1142,24.0743,24.3774,-3.8517,1.8395,-1.8955,-1.7723
1143,8.9552,-2.2283,0.0392,3.0878,-1.6689,-0.6619
1144,9.2583,6.9187,-2.9831,-1.4291,-1.4513,-0.1134
1145,9.8136,-1.772,-0.7456,0.1601,-0.632,-0.2907
1146,10.7478,1.4536,0.1181,0.3818,-0.4173,-0.3682
1147,10.2202,0.4438,-0.1743,-0.2385,-0.3938,-0.2144
1148,9.7937,0.3613,-0.3943,0.1064,-0.3662,-0.2796
1149,9.5398,0.5896,-0.3394,0.0074,-0.4585,-0.353
1150,9.5695,0.7716,-0.4322,0.0487,-0.6007,-0.4703
1151,9.8856,0.7971,-0.7874,0.0327,-0.7364,-0.5623
1152,9.9759,1.1732,-1.1939,-0.0177,-0.773,-0.64
1153,10.1248,1.5797,-1.5798,-0.0998,-0.6979,-0.6947
1154,10.838,1.6969,-1.6492,-0.1606,-0.5924,-0.7414
1155,13.5907,0.8836,-0.7151,-0.3577,-0.1381,-0.8557
1156,14.9272,1.6321,2.599,-1.021,-0.3593,-1.0805
1157,13.5956,-0.6811,2.3599,-2.3204,-1.0686,-0.9813
1158,11.6086,0.3847,1.166,-3.414,-1.1376,-0.3691
1159,9.4105,-5.8652,3.562,-1.4001,-0.5799,0.8833
1160,6.7156,-0.0491,5.6158,0.3529,1.0941,1.2103
1161,8.135,0.3457,3.8223,0.4927,1.9704,1.2946
1162,10.3069,0.4768,2.0695,1.1582,2.4793,1.1665
1163,11.8079,0.2041,-0.5881,2.3108,2.2329,0.9426
1164,11.6399,1.5817,-2.5269,2.8488,1.4224,0.5754
1165,10.5088,0.893,-2.4367,2.3726,0.7243,0.3273
1166,9.2992,1.5338,-1.4965,0.8721,0.4418,0.3559
1167,8.0159,0.0046,-0.3057,-0.6773,0.5132,0.6272
1168,7.7326,-0.2839,-0.3047,-1.2592,0.8207,1.0838
1169,7.981,0.7005,-1.8029,-1.3956,0.9203,1.4002
1170,8.1359,3.0493,-3.7865,-1.4276,0.6174,1.3139
1171,8.9651,8.3607,-7.612,-0.0783,0.0072,0.9131
1172,25.6705,24.0467,-1.6534,1.7838,-2.2128,-1.8883
1173,8.8926,1.5024,-2.2708,2.983,-1.6077,-0.4656
1174,10.2524,2.4588,-1.8231,-1.7997,-1.4115,-0.0578
1175,9.6987,-1.3853,-0.6803,0.1453,-0.4896,-0.2637
1176,10.5715,1.6502,0.2084,0.3552,-0.3292,-0.2738
1177,10.2365,-0.1137,0.1024,-0.2513,-0.449,-0.1597
1178,9.7509,-0.0019,-0.0695,0.1279,-0.4525,-0.2484
1179,9.456,0.3042,-0.2432,0.0605,-0.6023,-0.3638
1180,9.8044,0.3756,-0.278,0.1292,-0.7977,-0.4937
1181,10.0176,0.7136,-1.0704,0.162,-0.8667,-0.5999
1182,9.9865,1.3588,-1.2283,0.0168,-0.8547,-0.6132
1183,10.0824,1.6575,-1.7399,-0.0158,-0.7928,-0.5729
1184,10.5734,1.541,-1.8602,-0.186,-0.7134,-0.5572
1185,12.6821,1.5027,-1.3216,-0.4429,-0.467,-0.6317
1186,14.1341,1.4957,1.491,-0.8038,-0.52,-0.8697
1187,14.2498,-0.3141,1.2519,-2.0916,-0.9299,-0.8218
1188,12.4423,-0.8238,1.2607,-3.2764,-0.9521,-0.3097
1189,8.974,-1.9514,3.4991,-3.9324,-0.6276,0.1451
1190,8.5154,-5.8687,7.8371,0.267,0.7913,1.438
1191,9.248,0.8645,4.0739,1.511,1.9499,1.3433
1192,9.7121,1.5909,2.9908,1.6369,2.4094,1.1414
1193,11.9534,0.3007,0.8657,2.0869,2.3265,0.8494
1194,12.141,1.9196,-1.9974,2.6018,1.693,0.5868
1195,11.0425,1.4162,-2.3407,2.0886,0.998,0.2687
1196,9.6197,1.1588,-1.9335,1.1021,0.6118,0.2302
1197,8.167,0.5962,-0.8837,-0.2881,0.5366,0.3656
1198,7.0827,-0.1754,-0.9888,-0.9829,0.7884,0.73
1199,6.8219,0.3491,-2.0177,-0.9373,0.9945,1.0514
1200,7.0796,0.2574,-5.4867,-0.7729,0.8542,1.2222
1201,9.4982,8.674,-8.0497,-0.3991,-0.1037,0.5016
1202,20.2213,5.0809,13.7217,2.2003,-2.3592,-1.372
1203,9.0972,9.4191,-6.085,1.266,-1.6632,-0.428
1204,11.8794,-1.9295,-1.101,-1.1321,-1.0715,0.2057
1205,10.4734,-0.9266,0.0887,0.1389,-0.4417,-0.1625
1206,10.1,1.4898,-0.3026,0.1743,-0.3147,-0.2055
1207,10.0941,0.356,0.1361,0.0509,-0.3532,-0.1632
1208,9.8371,0.3355,-0.0334,0.3101,-0.4573,-0.218
1209,9.6677,0.6619,-0.3263,0.1868,-0.6504,-0.3243
1210,9.8031,0.7503,-0.4823,0.2078,-0.7825,-0.4417
1211,9.8758,0.9339,-1.117,0.185,-0.8351,-0.5406
1212,10.035,1.6963,-1.2746,0.027,-0.8204,-0.5451
1213,10.1793,1.7495,-1.8167,-0.07,-0.7545,-0.5066
1214,11.5968,1.623,-1.789,-0.1831,-0.606,-0.5242
1215,14.5975,1.8781,0.0537,-0.5638,-0.3606,-0.6941
1216,14.0339,1.2927,2.4129,-1.5806,-0.5931,-0.9535
1217,13.3016,-1.4254,1.5547,-2.5644,-1.1874,-0.6428
1218,10.2708,0.4507,1.316,-3.7218,-1.1594,-0.2174
1219,8.2017,-6.5938,4.4183,-2.2163,-0.4788,0.8136
1220,6.7217,-0.594,6.0666,0.3827,1.373,1.4541
1221,9.3174,0.2916,4.1073,0.9394,2.3605,1.5043
1222,11.2701,1.4675,2.1707,1.3517,2.8229,1.2608
1223,12.7486,-0.4382,-1.2758,2.4408,2.3898,1.0249
1224,11.9041,1.5543,-2.4856,2.9725,1.3727,0.5825
1225,10.6712,1.1368,-2.5832,2.2526,0.6051,0.27
1226,9.1855,1.2566,-1.8051,1.0811,0.2981,0.2732
1227,7.9936,0.3549,-0.3546,-0.4245,0.2991,0.4172
1228,7.169,0.0388,-0.7936,-1.2563,0.6772,0.7867
1229,7.0279,0.498,-1.9402,-1.3266,0.8671,1.1325
1230,9.3625,-5.5655,-7.2941,-1.1431,0.5309,1.589
1231,9.1799,8.9333,-6.1724,-1.3463,-0.1048,0.3763
1232,19.0358,8.3556,12.9744,2.7673,-2.5691,-1.656
